Step-eval,Value-eval,Step-eval1,Value-eval1,Step-eval2,Value-eval2
47174970,491.8363952637,143744970,6.3098678589,,
47189970,240.0769195557,143759970,448.4175720215,,
47219970,237.7497711182,143774970,45.9883384705,,
47234970,116.7126846313,143789970,423.9890136719,,
47249970,194.6886444092,143819970,275.3316345215,,
47264970,132.3473358154,143849970,469.2503051758,,
47279970,161.924041748,143864970,156.1827697754,,
47294970,266.6846008301,143879970,353.9016723633,,
47309970,138.2179718018,143894970,136.2874755859,,
47324970,102.6553344727,143909970,480.1653442383,,
47339970,196.0706176758,143924970,117.0470123291,,
47354970,-0.2821089029,143939970,656.2716674805,,
47369970,216.9850006104,143954970,502.9630737305,,
47384970,98.6986923218,143969970,677.2621459961,,
47399970,232.6814575195,143984970,254.7424163818,,
47414970,227.1409606934,143999970,457.1599121094,,
47429970,160.5602416992,144029970,406.4060668945,,
47444970,81.8283996582,144044970,9.2932453156,,
47459970,307.9828491211,144059970,363.2366943359,,
47474970,191.9874267578,144074970,53.3038520813,,
47489970,342.6128540039,144089970,420.4255981445,,
47519970,207.4082641602,144119970,301.7907104492,,
47549970,298.0722351074,144134970,-2.2906785011,,
47564970,76.9903564453,144149970,465.0848693848,,
47579970,210.7210388184,144164970,192.9042053223,,
47594970,120.4587554932,144179970,578.9337768555,,
47609970,223.0481719971,144194970,295.0841064453,,
47624970,9.4962415695,144209970,510.7460021973,,
47639970,343.3007507324,144224970,25.6174545288,,
47654970,14.5789470673,144239970,547.462097168,,
47669970,202.4368896484,144254970,441.9432067871,,
47684970,90.5702819824,144269970,523.9365844727,,
47699970,214.0854492188,144299970,397.8121032715,,
47729970,255.0756072998,144329970,597.007019043,,
47759970,177.0698547363,144359970,484.529510498,,
47789970,230.398651123,144389970,318.8134765625,,
47819970,181.0632781982,144419970,804.33984375,,
47849970,205.1119232178,144434970,108.6333618164,,
47879970,244.0610961914,144449970,498.2987670898,,
47894970,11.4178352356,144464970,655.7814941406,,
47909970,202.8876800537,144479970,574.6845092773,,
47939970,236.0578460693,144494970,226.9355010986,,
47969970,223.4570465088,144509970,383.0041809082,,
47999970,227.0247955322,144524970,55.3751373291,,
48029970,253.8563690186,144539970,321.8292541504,,
48059970,197.8597717285,144554970,6.7748003006,,
48074970,29.890335083,144569970,453.893371582,,
48089970,323.2202453613,144599970,335.9926452637,,
48119970,188.7584075928,144629970,488.0794067383,,
48149970,356.5977172852,144644970,128.1221923828,,
48179970,329.2811279297,144659970,568.7569580078,,
48209970,221.4677581787,144689970,505.8364562988,,
48239970,243.4353790283,144704970,219.5878601074,,
48269970,299.0581665039,144719970,466.6893310547,,
48299970,192.9542694092,144749970,445.244140625,,
48314970,3.9874901772,144764970,649.9399414063,,
48329970,163.8026580811,144779970,555.8861694336,,
48344970,19.9829483032,144794970,190.9230957031,,
48359970,275.5426635742,144809970,425.2913818359,,
48374970,25.9230861664,144824970,41.4714546204,,
48389970,147.2906951904,144839970,491.5706176758,,
48419970,231.8224945068,144854970,226.6217193604,,
48449970,263.1477966309,144869970,442.448059082,,
48479970,230.2063446045,144899970,616.815246582,,
48509970,270.4556274414,144914970,37.1840934753,,
48539970,204.4111938477,144929970,304.189666748,,
48569970,300.7063293457,144944970,57.5023956299,,
48584970,359.1946716309,144959970,354.4716796875,,
48599970,148.7961120605,144974970,4.3840823174,,
48614970,-1.3504859209,144989970,402.5808105469,,
48629970,306.8802490234,145004970,226.1767425537,,
48659970,244.1290130615,145019970,429.7445373535,,
48689970,195.7679595947,145034970,148.7420196533,,
48704970,4.9741196632,145049970,637.6701660156,,
48719970,311.1669311523,145064970,232.6407928467,,
48749970,187.9949188232,145079970,604.1801757813,,
48764970,7.2595348358,145094970,391.4853210449,,
48779970,159.5067749023,145109970,273.0706481934,,
48809970,274.2039794922,145124970,688.4752197266,,
48839970,269.3118591309,145139970,288.1631469727,,
48854970,19.4778442383,145169970,571.7698974609,,
48869970,185.3372344971,145184970,749.7993164063,,
48899970,399.0852966309,145199970,454.1838684082,,
48929970,215.6540679932,145214970,362.2867431641,,
48959970,267.3582458496,145229970,403.738067627,,
48989970,196.4358825684,145244970,225.5859375,,
49019970,249.4930877686,145259970,579.3043212891,,
49049970,160.7747650146,145274970,677.4066162109,,
49064970,110.004447937,145289970,551.1279296875,,
49079970,293.8727722168,145319970,421.0781555176,,
49109970,240.1244659424,145334970,31.0637550354,,
49124970,236.651550293,145349970,445.6793518066,,
49139970,290.2958984375,145379970,503.5555725098,,
49169970,270.7002563477,145409970,642.3139038086,,
49184970,175.2440338135,145424970,45.0698623657,,
49199970,218.6643218994,145439970,574.4501342773,,
49214970,59.0826187134,145469970,396.8362121582,,
49229970,202.1019134521,145499970,503.1132202148,,
49259970,323.9559631348,145529970,457.0303955078,,
49289970,209.1776428223,145544970,403.4598083496,,
49304970,9.0138626099,145559970,542.146484375,,
49319970,248.228729248,145589970,291.4293823242,,
49349970,181.2520904541,145619970,440.0281677246,,
49379970,262.9761352539,145634970,10.4903650284,,
49394970,143.4221801758,145649970,593.0660400391,,
49409970,269.6110229492,145664970,180.9810638428,,
49439970,234.3106231689,145679970,658.2957763672,,
49469970,253.5230407715,145694970,431.8777160645,,
49484970,12.6666088104,145709970,560.7307739258,,
49499970,223.0982971191,145739970,362.1952209473,,
49529970,199.449005127,145769970,660.3462524414,,
49559970,166.6147155762,145799970,348.4371337891,,
49574970,39.5031700134,145814970,237.5621337891,,
49589970,173.6424407959,145829970,578.5133056641,,
49619970,268.2927856445,145844970,53.6494026184,,
49649970,341.1629943848,145859970,633.8345336914,,
49679970,302.7869567871,145889970,419.905670166,,
49694970,-2.2627215385,145904970,63.7581176758,,
49709970,241.3777618408,145919970,556.1180419922,,
49739970,331.7522888184,145934970,66.0664978027,,
49754970,74.9102935791,145949970,302.3489074707,,
49769970,240.0950317383,145964970,125.5901565552,,
49784970,126.3736572266,145979970,520.286315918,,
49799970,128.2580413818,145994970,26.3557224274,,
49829970,250.3177337646,146009970,405.562286377,,
49844970,6.1274023056,146024970,383.6783752441,,
49859970,290.7230834961,146039970,543.5751953125,,
49874970,499.4297485352,146069970,612.3973999023,,
49889970,234.2780609131,146084970,12.5250740051,,
49904970,114.0783996582,146099970,557.6852416992,,
49919970,296.990814209,146114970,14.986571312,,
49949970,263.3171691895,146129970,571.5742797852,,
49979970,341.596862793,146159970,503.7381591797,,
49994970,9.9633970261,146189970,512.9170532227,,
50009970,290.3760986328,146204970,84.3251419067,,
50024970,57.4247817993,146219970,372.0316772461,,
50039970,295.6980285645,146234970,223.1988220215,,
50069970,250.5946502686,146249970,411.1588439941,,
50099970,257.6763305664,146264970,168.5189208984,,
50129970,213.2596740723,146279970,402.7475280762,,
50144970,204.7568969727,146309970,509.837097168,,
50159970,313.8478393555,146339970,405.8117370605,,
50189970,278.1664733887,146354970,251.7025146484,,
50204970,128.1350097656,146369970,570.9766235352,,
50219970,251.9192657471,146384970,20.0179233551,,
50249970,238.2006225586,146399970,396.741027832,,
50279970,183.1255187988,146429970,444.9196472168,,
50294970,13.289396286,146459970,419.9456787109,,
50309970,342.3651428223,146474970,278.5508117676,,
50339970,213.0565490723,146489970,397.4883117676,,
50354970,-5.3428025246,146519970,451.353515625,,
50369970,244.1140289307,146534970,300.631072998,,
50384970,-1.5914717913,146549970,398.724029541,,
50399970,224.63230896,146579970,478.8148803711,,
50414970,-3.5960965157,146594970,272.4644775391,,
50429970,225.2202453613,146609970,524.5255737305,,
50444970,102.3633880615,146639970,455.5524597168,,
50459970,269.5117797852,146669970,682.4281005859,,
50489970,205.2603149414,146684970,309.5465393066,,
50519970,307.584564209,146699970,424.4078369141,,
50534970,93.4752883911,146714970,515.0128173828,,
50549970,302.895904541,146729970,654.2277832031,,
50579970,244.841796875,146744970,221.0428771973,,
50609970,232.845703125,146759970,340.8471069336,,
50639970,285.7773742676,146774970,86.185760498,,
50654970,37.8213539124,146789970,344.6284484863,,
50669970,210.9255218506,146819970,397.2694091797,,
50684970,0.604921937,146849970,639.9468383789,,
50699970,368.177520752,146879970,511.8193969727,,
50714970,14.695731163,146909970,448.2862243652,,
50729970,217.26612854,146939970,489.9477539063,,
50744970,6.8816819191,146954970,174.4688262939,,
50759970,287.4996643066,146969970,387.9507446289,,
50774970,257.3827819824,146984970,177.7434997559,,
50789970,224.9185638428,146999970,532.4634399414,,
50819970,286.8138427734,147014970,37.1919212341,,
50849970,268.3118896484,147029970,404.1870422363,,
50879970,158.6482696533,147044970,455.6960144043,,
50894970,-8.8121395111,147059970,481.2049865723,,
50909970,261.3765563965,147074970,312.7611999512,,
50939970,290.9659118652,147089970,513.8909912109,,
50969970,306.7237548828,147119970,389.7093811035,,
50999970,228.4408874512,147134970,55.2436561584,,
51029970,230.2893218994,147149970,453.4863586426,,
51059970,247.7718200684,147164970,12.0500936508,,
51089970,340.8893127441,147179970,555.2824707031,,
51119970,180.0731811523,147194970,361.7354125977,,
51134970,9.8190517426,147209970,342.5475158691,,
51149970,188.6975402832,147224970,127.0683746338,,
51179970,378.4625549316,147239970,399.8082580566,,
51209970,290.6546325684,147269970,463.4664611816,,
51239970,407.4568481445,147284970,345.9975585938,,
51254970,-3.3008980751,147299970,714.7887573242,,
51269970,243.7130279541,147314970,416.8893127441,,
51284970,31.1784267426,147329970,571.8034057617,,
51299970,228.1444854736,147344970,339.085144043,,
51329970,251.6602172852,147359970,420.1402893066,,
51344970,219.3012390137,147389970,632.5557861328,,
51359970,345.7008666992,147404970,342.7948913574,,
51389970,209.9678039551,147419970,450.6367492676,,
51419970,297.3710632324,147434970,255.964050293,,
51434970,488.2820739746,147449970,528.2542114258,,
51449970,232.134475708,147479970,602.1367797852,,
51464970,468.860168457,147494970,645.7269897461,,
51479970,268.2504882813,147509970,636.5990600586,,
51509970,197.2583312988,147524970,115.4381713867,,
51524970,2.6531023979,147539970,450.1505737305,,
51539970,286.4011535645,147554970,62.3056106567,,
51554970,15.2704629898,147569970,559.0744018555,,
51569970,212.3064422607,147584970,19.6159973145,,
51584970,120.3126907349,147599970,413.697052002,,
51599970,254.4858551025,147629970,550.7324829102,,
51629970,249.7019500732,147644970,81.2694320679,,
51644970,422.362121582,147659970,507.0249633789,,
51659970,254.6806488037,147674970,447.0075073242,,
51674970,-5.4331541061,147689970,528.7315063477,,
51689970,148.9416809082,147704970,300.1100769043,,
51719970,337.7766418457,147719970,672.0725708008,,
51749970,224.3498687744,147734970,340.4429931641,,
51779970,300.8916625977,147749970,454.8681030273,,
51809970,393.2869873047,147779970,439.9901733398,,
51824970,81.4449996948,147794970,269.8229675293,,
51839970,278.0010375977,147809970,444.4882507324,,
51854970,41.4015235901,147824970,100.1376876831,,
51869970,199.1973266602,147839970,356.5813293457,,
51899970,192.6707000732,147854970,46.1396255493,,
51914970,190.2318725586,147869970,541.3253173828,,
51929970,222.0463409424,147884970,342.1053771973,,
51944970,29.5703163147,147899970,546.7944335938,,
51959970,305.1670227051,147914970,123.7713470459,,
51974970,88.2942886353,147929970,650.8890380859,,
51989970,275.8019104004,147944970,19.2447566986,,
52019970,178.8070373535,147959970,519.2677001953,,
52049970,237.2760467529,147974970,51.3802261353,,
52064970,3.766920805,147989970,519.4317626953,,
52079970,297.4177246094,148004970,432.8368225098,,
52094970,13.4414873123,148019970,396.263092041,,
52109970,248.906036377,148034970,323.8891601563,,
52124970,239.8108673096,148049970,514.770324707,,
52139970,227.8318786621,148064970,61.3450317383,,
52154970,8.3179035187,148079970,528.0608520508,,
52169970,164.7369689941,148094970,256.2821655273,,
52184970,61.6050796509,148109970,399.779876709,,
52199970,206.1312103271,148124970,306.5676269531,,
52229970,233.5188903809,148139970,528.6563110352,,
52259970,185.7624969482,148154970,386.2829589844,,
52274970,79.1031799316,148169970,484.5748901367,,
52289970,268.0127563477,148184970,431.6702270508,,
52304970,77.1544876099,148199970,508.026550293,,
52319970,156.1786499023,148214970,485.4013671875,,
52334970,102.3217544556,148229970,474.958770752,,
52349970,355.0443725586,148244970,583.8626098633,,
52364970,175.7847442627,148259970,613.7513427734,,
52379970,297.5267333984,148289970,527.835144043,,
52394970,3.6809215546,148304970,300.5182800293,,
52409970,233.2393798828,148319970,396.3157348633,,
52439970,192.1046905518,148334970,31.5051231384,,
52469970,344.2781982422,148349970,496.5933532715,,
52499970,390.7314758301,148364970,56.6562957764,,
52529970,215.8731536865,148379970,415.5016479492,,
52544970,-4.1139235497,148409970,460.455291748,,
52559970,295.8018493652,148439970,465.956451416,,
52589970,218.0201873779,148454970,142.930557251,,
52604970,164.3733825684,148469970,570.4470825195,,
52619970,139.5508117676,148484970,257.8521118164,,
52649970,226.1881256104,148499970,442.137512207,,
52664970,156.6977539063,148514970,27.7795372009,,
52679970,250.1531829834,148529970,329.5582275391,,
52709970,284.9271240234,148544970,12.8007116318,,
52724970,177.4783782959,148559970,407.9180908203,,
52739970,146.6898803711,148574970,149.7549285889,,
52754970,143.1783447266,148589970,431.250793457,,
52769970,255.2810211182,148604970,24.6610279083,,
52799970,249.0105285645,148619970,422.1605834961,,
52814970,82.4157104492,148634970,203.5400848389,,
52829970,293.9750976563,148649970,520.989074707,,
52844970,152.8384246826,148664970,174.7525939941,,
52859970,184.6070861816,148679970,301.2180786133,,
52874970,191.1660766602,148694970,268.5231323242,,
52889970,274.6889343262,148709970,518.8393554688,,
52904970,35.0660896301,148724970,84.0283966064,,
52919970,364.6271057129,148739970,332.6106262207,,
52934970,81.2817993164,148769970,380.5535888672,,
52949970,339.0845947266,148799970,540.8945922852,,
52964970,79.5217437744,148829970,525.1749267578,,
52979970,287.1954345703,148844970,202.4715118408,,
53009970,156.8115386963,148859970,448.55859375,,
53024970,78.0638427734,148874970,46.3057861328,,
53039970,244.7796783447,148889970,512.6978759766,,
53054970,52.6769752502,148904970,609.4276123047,,
53069970,291.8955688477,148919970,517.624206543,,
53099970,202.0726776123,148949970,373.3080444336,,
53129970,236.3347930908,148979970,437.8753051758,,
53159970,168.326751709,148994970,118.996055603,,
53189970,370.3979797363,149009970,504.7886962891,,
53204970,103.0900192261,149024970,98.8490982056,,
53219970,267.8042907715,149039970,518.7171020508,,
53249970,221.7757110596,149069970,647.1741333008,,
53279970,309.1023864746,149084970,125.2674713135,,
53309970,242.7747497559,149099970,469.710723877,,
53339970,189.1024017334,149114970,543.8412475586,,
53354970,517.2650146484,149129970,339.876373291,,
53369970,239.4196929932,149159970,505.2629089355,,
53384970,417.5149536133,149189970,399.132019043,,
53399970,264.7601623535,149204970,336.5563049316,,
53429970,178.5659942627,149219970,421.168182373,,
53444970,-2.4833860397,149249970,393.4396362305,,
53459970,211.7685394287,149264970,53.940990448,,
53474970,475.490234375,149279970,402.9272766113,,
53489970,277.7511901855,149309970,396.0208435059,,
53504970,8.4026451111,149339970,395.8391723633,,
53519970,283.3965454102,149354970,307.6867370605,,
53549970,196.0320892334,149369970,518.9963378906,,
53564970,85.2766036987,149384970,80.9047698975,,
53579970,277.5829467773,149399970,422.1665649414,,
53609970,147.3347930908,149414970,182.141204834,,
53624970,48.5092697144,149429970,513.1038208008,,
53639970,290.8491210938,149444970,794.4349365234,,
53669970,254.7576141357,149459970,481.0487060547,,
53699970,250.3969116211,149474970,119.0732650757,,
53714970,54.6104660034,149489970,837.188293457,,
53729970,188.1524810791,149519970,532.2740478516,,
53759970,200.1879425049,149549970,431.0102844238,,
53774970,543.044921875,149579970,453.2445983887,,
53789970,225.1471099854,149594970,98.1783599854,,
53804970,174.9755859375,149609970,324.5145263672,,
53819970,190.8247070313,149624970,151.8135681152,,
53849970,193.9135131836,149639970,521.2275390625,,
53879970,227.2820892334,149669970,527.9778442383,,
53894970,362.5264587402,149684970,327.0530700684,,
53909970,168.7130279541,149699970,550.3361206055,,
53939970,249.6604003906,149714970,234.6921844482,,
53954970,75.8614807129,149729970,481.3251647949,,
53969970,223.6703948975,149744970,226.3170776367,,
53999970,241.9026947021,149759970,298.2610473633,,
54029970,230.9914703369,149774970,596.6198730469,,
54059970,193.659866333,149789970,520.9649658203,,
54089970,241.7050323486,149804970,280.984375,,
54104970,43.7588310242,149819970,628.0948486328,,
54119970,342.4321594238,149834970,61.9568481445,,
54149970,336.2859802246,149849970,369.8101501465,,
54179970,287.1338195801,149864970,591.0050048828,,
54209970,295.4140014648,149879970,416.0232543945,,
54239970,185.864440918,149894970,326.5096435547,,
54269970,313.4708251953,149909970,406.6401367188,,
54284970,180.0151672363,149924970,306.315032959,,
54299970,299.9879455566,149939970,720.8480834961,,
54329970,156.7912902832,149954970,97.9673461914,,
54344970,612.0408935547,149969970,654.2137451172,,
54359970,163.4107513428,149984970,490.3475952148,,
54389970,276.8643188477,149999970,617.8331298828,,
54404970,182.7207489014,150014970,263.4282226563,,
54419970,278.0561828613,150029970,641.6073608398,,
54434970,46.4252128601,150044970,404.4833068848,,
54449970,292.5888671875,150059970,706.4622802734,,
54464970,169.3018341064,150089970,484.749420166,,
54479970,180.2941894531,150104970,244.632522583,,
54494970,239.764541626,150119970,630.5838623047,,
54509970,266.1523132324,150134970,146.1381378174,,
54539970,303.0554504395,150149970,393.3728942871,,
54554970,407.5057067871,150164970,739.4039306641,,
54569970,275.3367919922,150179970,503.3583068848,,
54584970,189.7755737305,150194970,334.7779846191,,
54599970,264.9733581543,150209970,582.9157104492,,
54614970,82.5294113159,150224970,179.1133117676,,
54629970,205.6186218262,150239970,275.1391296387,,
54659970,248.0218658447,150254970,278.1434020996,,
54674970,620.903503418,150269970,499.2511291504,,
54689970,208.5807189941,150299970,507.2394714355,,
54704970,232.3628387451,150314970,409.5605163574,,
54719970,180.9319458008,150329970,420.2006530762,,
54749970,304.6122436523,150344970,305.8536071777,,
54764970,399.4774780273,150359970,569.6827392578,,
54779970,165.3244781494,150374970,643.5302734375,,
54809970,245.570022583,150389970,480.4051208496,,
54824970,421.3739013672,150419970,409.6183166504,,
54839970,186.8647155762,150434970,416.3477172852,,
54869970,319.0409851074,150449970,336.5685119629,,
54899970,199.4198760986,150479970,541.5496826172,,
54929970,195.8923339844,150494970,524.4252929688,,
54944970,389.9359741211,150509970,509.1322631836,,
54959970,243.1264648438,150524970,750.0084838867,,
54974970,37.5387763977,150539970,585.4064941406,,
54989970,290.1078796387,150554970,724.7232666016,,
55004970,23.2576293945,150569970,708.4147949219,,
55019970,280.1709594727,150584970,454.5180053711,,
55049970,341.7204284668,150599970,494.5155639648,,
55079970,165.8597259521,150614970,146.4492797852,,
55109970,265.1603393555,150629970,533.9367675781,,
55124970,-2.3642101288,150644970,223.1181335449,,
55139970,227.1707763672,150659970,647.1673583984,,
55154970,120.5210266113,150674970,123.1930389404,,
55169970,257.2331237793,150689970,384.0076904297,,
55184970,175.7460784912,150704970,640.8033447266,,
55199970,227.4348449707,150719970,347.0579223633,,
55214970,191.5196380615,150734970,175.9580841064,,
55229970,266.1775817871,150749970,498.4012145996,,
55259970,445.5264587402,150764970,172.9468994141,,
55289970,258.9836120605,150779970,579.1956176758,,
55319970,371.7853393555,150794970,617.0178222656,,
55349970,234.6554107666,150809970,494.8113098145,,
55364970,25.6862163544,150824970,139.2425384521,,
55379970,281.621307373,150839970,509.5238647461,,
55409970,240.1977081299,150869970,291.1600952148,,
55439970,287.2374267578,150884970,82.7945785522,,
55469970,217.1186065674,150899970,410.6437072754,,
55499970,197.126449585,150914970,387.415802002,,
55529970,289.0346069336,150929970,761.0513305664,,
55544970,40.5478363037,150944970,16.1001052856,,
55559970,260.9486694336,150959970,601.8724365234,,
55574970,123.9632415771,150974970,103.8926773071,,
55589970,176.5526123047,150989970,470.0800476074,,
55604970,30.2095718384,151004970,82.5770187378,,
55619970,277.1286621094,151019970,547.1895141602,,
55634970,92.5527191162,151034970,508.1475524902,,
55649970,263.8596801758,151049970,787.3302001953,,
55679970,175.7693786621,151079970,587.9013061523,,
55694970,170.9078369141,151094970,33.9237594604,,
55709970,242.0795288086,151109970,614.3400268555,,
55739970,282.3090820313,151124970,630.86328125,,
55754970,29.0516109467,151139970,351.1221618652,,
55769970,243.9167327881,151154970,246.6154022217,,
55799970,186.4565582275,151169970,471.3122558594,,
55829970,255.6484680176,151184970,20.6416225433,,
55844970,62.7590293884,151199970,262.3242797852,,
55859970,405.0848693848,151229970,609.0582885742,,
55889970,219.1023406982,151259970,539.0197143555,,
55919970,271.0428161621,151274970,250.6540679932,,
55949970,211.1289520264,151289970,388.0214233398,,
55979970,373.822845459,151304970,34.3160972595,,
55994970,117.0426635742,151319970,574.9728393555,,
56009970,280.9079589844,151334970,50.8273353577,,
56039970,195.0939483643,151349970,377.5397949219,,
56069970,257.7509155273,151364970,291.4896850586,,
56099970,291.9754638672,151379970,651.8849487305,,
56129970,254.8302764893,151409970,516.7729492188,,
56144970,3.606539011,151439970,555.3272094727,,
56159970,185.9911499023,151454970,99.4788894653,,
56174970,80.6850357056,151469970,710.767578125,,
56189970,159.9158172607,151484970,675.3638305664,,
56204970,22.7691917419,151499970,404.8157653809,,
56219970,358.4287109375,151514970,367.9656982422,,
56234970,132.6269683838,151529970,631.1871337891,,
56249970,237.3467712402,151544970,608.5434570313,,
56279970,275.675994873,151559970,445.3463745117,,
56309970,303.4928283691,151574970,75.467918396,,
56324970,37.3226280212,151589970,510.6844787598,,
56339970,166.8054046631,151619970,436.6655578613,,
56354970,63.900604248,151634970,494.399017334,,
56369970,286.7939453125,151649970,269.9140014648,,
56384970,35.7272567749,151664970,684.7372436523,,
56399970,306.0699768066,151679970,476.1343688965,,
56429970,245.0399475098,151694970,31.0902194977,,
56459970,242.1567077637,151709970,490.0831604004,,
56474970,75.2702407837,151724970,151.1004638672,,
56489970,262.6057739258,151739970,654.8427124023,,
56504970,106.9349746704,151754970,896.4516601563,,
56519970,221.6739349365,151769970,268.0326538086,,
56549970,343.7676391602,151784970,194.0124969482,,
56579970,355.9919128418,151799970,538.96484375,,
56609970,211.5799255371,151814970,349.1770629883,,
56639970,261.8223571777,151829970,500.8901367188,,
56669970,302.5118103027,151844970,344.9676513672,,
56684970,16.8628463745,151859970,474.5037231445,,
56699970,200.9501647949,151874970,37.428817749,,
56729970,294.7301940918,151889970,471.9361877441,,
56759970,375.3982543945,151904970,350.4148864746,,
56789970,230.3079986572,151919970,633.602355957,,
56819970,171.2152709961,151949970,490.6112060547,,
56849970,371.6454772949,151964970,152.7089385986,,
56864970,6.8536176682,151979970,357.3006896973,,
56879970,253.8898010254,151994970,527.4878540039,,
56909970,290.6299743652,152009970,607.0467529297,,
56939970,381.7185668945,152024970,460.9807128906,,
56969970,199.4746856689,152039970,637.588684082,,
56999970,181.808380127,152054970,258.7587890625,,
57029970,327.6207275391,152069970,240.2331542969,,
57059970,257.1824951172,152099970,520.081237793,,
57089970,256.7422485352,152114970,642.4075317383,,
57119970,302.6133422852,152129970,509.0948791504,,
57134970,28.9545726776,152144970,315.2485656738,,
57149970,252.1221618652,152159970,233.3493804932,,
57164970,263.9052124023,152174970,77.946647644,,
57179970,309.4255371094,152189970,351.2059936523,,
57209970,331.9720153809,152219970,486.5955810547,,
57239970,303.789855957,152234970,336.3400268555,,
57269970,366.4487915039,152249970,598.9421386719,,
57284970,50.3411331177,152264970,75.1186599731,,
57299970,337.0657348633,152279970,562.2590942383,,
57329970,207.4938049316,152294970,576.9381103516,,
57359970,316.9907531738,152309970,421.1934204102,,
57389970,260.9153137207,152324970,183.7834472656,,
57419970,242.7527008057,152339970,432.6110839844,,
57449970,200.177734375,152354970,350.7180786133,,
57479970,242.3307495117,152369970,531.8912963867,,
57509970,316.9111938477,152384970,189.0863189697,,
57539970,356.7877807617,152399970,617.1282348633,,
57569970,269.3876037598,152429970,383.9795227051,,
57599970,221.4528656006,152444970,262.5372009277,,
57614970,37.5637969971,152459970,472.976776123,,
57629970,289.0405578613,152474970,97.3477478027,,
57659970,372.484954834,152489970,498.8670043945,,
57674970,507.6032104492,152504970,435.4528808594,,
57689970,290.8677062988,152519970,367.9052124023,,
57719970,288.5924377441,152534970,275.9536437988,,
57749970,194.857421875,152549970,533.0973510742,,
57764970,62.7778587341,152579970,520.9635009766,,
57779970,286.9438781738,152594970,467.948059082,,
57809970,274.2707214355,152609970,486.7380065918,,
57824970,250.2144927979,152624970,-1.3562060595,,
57839970,276.0386352539,152639970,360.76953125,,
57854970,165.3133087158,152654970,155.0569763184,,
57869970,270.6599121094,152669970,509.6672363281,,
57899970,277.2342529297,152684970,288.3767089844,,
57929970,265.9671325684,152699970,487.3201293945,,
57959970,254.9161224365,152714970,423.6396179199,,
57989970,195.35105896,152729970,399.072265625,,
58019970,224.401763916,152744970,320.8238830566,,
58049970,189.7782440186,152759970,821.3734741211,,
58079970,234.1462249756,152774970,504.6674194336,,
58109970,158.0155944824,152789970,582.5728759766,,
58124970,324.2466125488,152804970,49.8179512024,,
58139970,357.1983947754,152819970,602.1843261719,,
58169970,215.326965332,152849970,406.5749816895,,
58199970,310.8656311035,152879970,509.860168457,,
58229970,282.8526611328,152909970,433.9634094238,,
58244970,227.3896789551,152924970,170.9191436768,,
58259970,381.3815307617,152939970,768.5355224609,,
58289970,322.5853271484,152954970,375.0188293457,,
58319970,263.9988708496,152969970,640.0512084961,,
58349970,312.5346374512,152999970,424.733795166,,
58379970,460.7173461914,153014970,319.2265319824,,
58409970,294.5504455566,153029970,420.3486022949,,
58424970,96.8082199097,153044970,391.4409790039,,
58439970,319.5747680664,153059970,606.2526245117,,
58454970,38.7362823486,153074970,272.2767333984,,
58469970,407.7855834961,153089970,541.9848022461,,
58499970,335.7425537109,153119970,458.6936340332,,
58514970,317.6857910156,153134970,364.1083374023,,
58529970,218.1454620361,153149970,528.8848266602,,
58559970,226.6784362793,153164970,758.196105957,,
58589970,328.7874450684,153179970,789.4142456055,,
58619970,276.9769592285,153194970,141.9027252197,,
58649970,214.0501861572,153209970,604.3084106445,,
58664970,207.7295684814,153239970,645.1530151367,,
58679970,202.0983581543,153254970,211.7570648193,,
58694970,73.569694519,153269970,749.6499633789,,
58709970,185.9804992676,153284970,957.2517700195,,
58724970,82.1940841675,153299970,667.7310180664,,
58739970,270.2195129395,153314970,26.8409538269,,
58769970,195.7769012451,153329970,438.6961975098,,
58799970,276.3097229004,153359970,577.249206543,,
58829970,283.5710144043,153389970,460.9679870605,,
58844970,225.8748321533,153404970,77.8267059326,,
58859970,251.4527587891,153419970,585.4090576172,,
58889970,287.2369384766,153449970,534.6491088867,,
58904970,128.7558441162,153464970,453.1472167969,,
58919970,253.8042297363,153479970,541.2191162109,,
58949970,216.0686187744,153494970,40.4068565369,,
58964970,6.7016086578,153509970,355.8763122559,,
58979970,321.0083312988,153539970,338.8289489746,,
59009970,237.842666626,153569970,492.165222168,,
59039970,216.6535339355,153584970,513.6130981445,,
59054970,317.4649353027,153599970,609.7990722656,,
59069970,209.0967712402,153614970,199.2562713623,,
59099970,224.3270874023,153629970,640.9740600586,,
59114970,153.1374664307,153659970,531.1218261719,,
59129970,213.5120697021,153674970,7.3736433983,,
59159970,276.6143188477,153689970,390.6007995605,,
59189970,309.5682678223,153704970,49.9235343933,,
59219970,444.3399963379,153719970,591.7037353516,,
59234970,100.6564559937,153749970,708.8322753906,,
59249970,273.241973877,153764970,450.4834289551,,
59279970,250.9772644043,153779970,488.2139282227,,
59309970,310.4261169434,153794970,49.6918983459,,
59339970,245.8369293213,153809970,727.9758911133,,
59369970,322.3305053711,153839970,464.3626403809,,
59399970,207.9475402832,153854970,561.516784668,,
59429970,230.314666748,153869970,374.4340515137,,
59459970,402.6537780762,153884970,331.9313049316,,
59489970,273.6305236816,153899970,412.4660339355,,
59519970,266.7247314453,153914970,216.4557342529,,
59534970,141.3520202637,153929970,483.1237792969,,
59549970,288.807434082,153944970,305.358001709,,
59579970,333.1603088379,153959970,522.6688232422,,
59594970,167.90574646,153989970,339.1259155273,,
