Step-eval,Value-eval,Step-eval1,Value-eval1,Step-eval2,Value-eval2
30059970,144.8561553955,129839970,400.9676513672,239579970,482.484954834
30074970,28.6057853699,129869970,288.731048584,239594970,395.7162475586
30089970,173.8299102783,129884970,256.2442321777,239609970,556.1341552734
30119970,151.7435150146,129899970,447.2811279297,239624970,404.5198059082
30149970,151.7964477539,129929970,478.0195617676,239639970,453.2245483398
30179970,226.7361907959,129944970,59.4685783386,239654970,488.5803527832
30209970,253.9446716309,129959970,445.0464172363,239669970,544.4332275391
30239970,213.4564971924,129989970,407.658782959,239684970,229.4391784668
30269970,200.6522827148,130004970,115.6775283813,239699970,451.5419616699
30299970,305.5994262695,130019970,464.8143920898,239714970,395.9823303223
30329970,204.0363464355,130034970,374.2666625977,239729970,632.8305053711
30344970,89.6780853271,130049970,645.1949462891,239744970,256.7945861816
30359970,224.6422271729,130079970,504.2055053711,239759970,445.5964355469
30389970,212.772064209,130094970,49.1165885925,239774970,76.8395233154
30419970,203.4593658447,130109970,442.3189086914,239789970,613.4225463867
30449970,161.0629577637,130124970,265.1776123047,239819970,397.0123596191
30479970,162.4277038574,130139970,423.2554321289,239834970,751.7260131836
30494970,30.8392333984,130169970,491.8113098145,239849970,481.7110290527
30509970,237.0596160889,130184970,806.1380615234,239879970,478.9047241211
30524970,28.1440601349,130199970,596.4982299805,239909970,623.852722168
30539970,250.3589172363,130214970,55.5481643677,239924970,336.5844726563
30554970,73.6806411743,130229970,340.8752441406,239939970,415.4694213867
30569970,176.7245788574,130244970,421.4633789063,239954970,294.6427307129
30599970,180.067565918,130259970,523.1596679688,239969970,552.5603027344
30629970,260.7587585449,130289970,624.0504760742,239999970,518.7899169922
30659970,217.3366241455,130304970,312.6629943848,240014970,481.1701965332
30689970,219.5253143311,130319970,399.5356445313,240029970,385.675567627
30719970,217.6984100342,130334970,169.1523895264,240044970,45.7205123901
30749970,161.1394500732,130349970,399.5014343262,240059970,324.6985168457
30779970,179.1726074219,130379970,471.5821228027,240074970,131.4015960693
30809970,201.7443389893,130394970,141.9078063965,240089970,503.1931152344
30824970,11.6229734421,130409970,369.240020752,240104970,307.9122314453
30839970,229.6898803711,130424970,100.0461273193,240119970,586.6883544922
30869970,169.8756561279,130439970,592.3857421875,240134970,128.6613616943
30899970,202.0270080566,130454970,113.7602005005,240149970,360.3026428223
30929970,124.4590988159,130469970,419.3720703125,240164970,202.1602783203
30944970,27.782617569,130484970,247.139755249,240179970,387.6171264648
30959970,150.6164245605,130499970,406.4543151855,240209970,557.032409668
30989970,185.1363067627,130514970,85.8846740723,240224970,483.3015136719
31019970,138.2751159668,130529970,402.1401977539,240239970,714.3133544922
31049970,132.728729248,130544970,739.9177246094,240254970,396.8352661133
31079970,133.5290679932,130559970,239.3039703369,240269970,532.3322143555
31094970,27.4786834717,130574970,481.8694763184,240299970,531.7920532227
31109970,158.1686401367,130589970,632.7498168945,240314970,11.4788761139
31139970,139.4980163574,130604970,109.1156005859,240329970,408.5010375977
31169970,159.8085327148,130619970,396.3773193359,240344970,281.0586853027
31199970,185.2004089355,130634970,54.5639953613,240359970,599.7686767578
31229970,137.8741149902,130649970,461.8050231934,240389970,488.2647705078
31244970,-8.3429956436,130664970,58.5923614502,240404970,235.7788391113
31259970,152.7818756104,130679970,243.4687194824,240419970,396.0922546387
31289970,192.553604126,130694970,782.6193847656,240434970,139.115234375
31319970,202.498916626,130709970,486.7438659668,240449970,541.7008666992
31349970,195.1649475098,130724970,110.290725708,240464970,49.9770278931
31379970,133.7547302246,130739970,380.2096252441,240479970,378.0930786133
31409970,244.5019073486,130769970,473.0812683105,240494970,87.2698745728
31424970,27.1876468658,130784970,216.116317749,240509970,462.0041809082
31439970,217.9408721924,130799970,509.5592346191,240524970,68.3737030029
31469970,214.5200653076,130814970,193.1777038574,240539970,504.3272399902
31499970,225.7344055176,130829970,530.2629394531,240569970,423.6220092773
31529970,144.188369751,130844970,213.1187744141,240584970,386.0713806152
31559970,182.8075714111,130859970,436.3650817871,240599970,457.0056762695
31589970,215.9577789307,130874970,168.4145202637,240629970,264.2579956055
31619970,146.2330932617,130889970,346.6657104492,240644970,238.268661499
31649970,248.2618713379,130904970,434.8891906738,240659970,591.4197387695
31679970,263.3835449219,130919970,434.9643859863,240689970,540.287902832
31694970,328.2228088379,130934970,99.7421264648,240719970,411.6561279297
31709970,189.5541534424,130949970,523.8980102539,240734970,383.3651123047
31739970,208.6218566895,130964970,544.8414916992,240749970,459.872253418
31754970,51.8901100159,130979970,325.360748291,240764970,288.7893676758
31769970,235.1055603027,130994970,34.7286300659,240779970,362.7450561523
31799970,262.2477111816,131009970,363.9703063965,240794970,658.4943237305
31829970,226.7104644775,131024970,320.189666748,240809970,504.3550415039
31859970,203.4568481445,131039970,606.5586547852,240824970,123.8096160889
31889970,209.0614471436,131054970,380.9854431152,240839970,397.6349182129
31919970,288.3108520508,131069970,570.9064331055,240869970,481.4215393066
31949970,205.8072662354,131084970,683.9294433594,240884970,32.1703720093
31979970,209.6377410889,131099970,672.3277587891,240899970,596.3081665039
32009970,201.1338500977,131114970,185.7494812012,240914970,682.3933105469
32039970,209.2905273438,131129970,468.6376647949,240929970,591.369140625
32069970,304.8797607422,131159970,462.168762207,240959970,807.3567504883
32099970,171.7871398926,131174970,99.6818847656,240974970,153.5018157959
32129970,168.0461883545,131189970,329.6210327148,240989970,577.7429199219
32159970,288.9068908691,131204970,121.3477249146,241019970,506.0664978027
32174970,343.1480407715,131219970,341.3191223145,241034970,862.2833862305
32189970,210.7566223145,131234970,653.8420410156,241049970,474.0185546875
32219970,221.1814727783,131249970,445.1702270508,241079970,475.669128418
32249970,212.0136260986,131279970,466.0961303711,241094970,181.7347106934
32279970,204.5487670898,131294970,167.9391784668,241109970,444.6793518066
32309970,214.5473937988,131309970,313.7669372559,241124970,376.4710998535
32339970,266.792755127,131324970,727.9176025391,241139970,509.0953979492
32369970,222.0043640137,131339970,328.3295593262,241154970,84.1090927124
32384970,131.1004943848,131354970,379.7833862305,241169970,478.4563598633
32399970,188.4309387207,131369970,501.1049804688,241199970,411.3150024414
32429970,202.6910858154,131384970,341.4635009766,241229970,420.7493896484
32459970,145.3872528076,131399970,435.1175537109,241259970,526.3647460938
32489970,235.6127624512,131429970,473.4429931641,241274970,-12.486246109
32519970,212.1735534668,131444970,465.0959472656,241289970,508.7944641113
32549970,184.2237854004,131459970,389.5823059082,241304970,76.3255691528
32579970,193.4409484863,131474970,231.200668335,241319970,371.8979187012
32609970,273.5992126465,131489970,398.8700561523,241334970,117.2058334351
32639970,132.7300567627,131519970,701.2586669922,241349970,430.2189025879
32669970,229.6327362061,131534970,868.5121459961,241364970,281.2462463379
32699970,113.6899261475,131549970,598.9047241211,241379970,519.3327636719
32729970,213.3207397461,131564970,574.1188354492,241394970,534.3206176758
32759970,194.2995758057,131579970,572.3007202148,241409970,560.8408813477
32789970,195.857711792,131594970,104.0553894043,241424970,256.665435791
32819970,177.2903442383,131609970,779.1889648438,241439970,769.1864624023
32849970,199.5065765381,131624970,-12.0972652435,241454970,202.2528991699
32879970,204.2692565918,131639970,466.9747314453,241469970,326.9387207031
32894970,228.4670562744,131669970,441.5670166016,241484970,200.3693695068
32909970,240.4436798096,131684970,31.8450164795,241499970,474.7809143066
32939970,170.2075958252,131699970,455.9423522949,241514970,301.8210754395
32969970,228.3866577148,131714970,129.1165008545,241529970,463.9823913574
32999970,159.2688446045,131729970,388.9632873535,241559970,435.0621337891
33029970,194.0485687256,131759970,317.8114929199,241574970,464.0377197266
33059970,135.0813446045,131774970,27.4272766113,241589970,469.1235961914
33089970,202.285369873,131789970,558.5907592773,241604970,302.4655761719
33119970,114.2648849487,131804970,113.1304168701,241619970,601.2825927734
33149970,207.5406036377,131819970,702.6616821289,241634970,88.0942764282
33179970,205.3497467041,131834970,732.0427246094,241649970,351.0932006836
33194970,55.6089515686,131849970,398.4460754395,241664970,178.5915985107
33209970,158.8967437744,131879970,492.5493164063,241679970,390.8386230469
33239970,154.302444458,131909970,474.5806884766,241709970,313.864074707
33269970,242.9521484375,131924970,441.2074890137,241724970,333.1570129395
33299970,195.8815917969,131939970,316.0190734863,241739970,485.2707214355
33329970,130.5706176758,131969970,566.4830322266,241754970,260.6193847656
33359970,168.8690948486,131984970,172.2514953613,241769970,558.2537841797
33374970,9.9520359039,131999970,482.9260253906,241784970,538.3206787109
33389970,150.5866851807,132014970,137.0752563477,241799970,579.1685791016
33419970,186.1415405273,132029970,489.3191833496,241829970,514.4006347656
33449970,161.0234527588,132044970,415.4175720215,241844970,340.6678466797
33479970,169.6667175293,132059970,345.597442627,241859970,550.6876220703
33509970,154.5126495361,132074970,329.9801025391,241889970,812.9036865234
33539970,115.3276367188,132089970,504.5983581543,241919970,528.2513427734
33569970,208.9187927246,132104970,576.5380859375,241949970,482.2800598145
33599970,196.9554138184,132119970,751.2990112305,241979970,693.4323120117
33614970,97.4616546631,132134970,157.7059173584,241994970,92.6972579956
33629970,189.4860687256,132149970,403.8823547363,242009970,599.7220458984
33659970,134.9471130371,132164970,353.6516113281,242024970,252.6109161377
33689970,163.8773956299,132179970,513.0002441406,242039970,448.5336303711
33719970,192.9483795166,132194970,276.3092346191,242054970,203.2061157227
33749970,168.3816070557,132209970,557.6582641602,242069970,571.6744995117
33779970,171.1074829102,132224970,114.2852096558,242084970,37.1267776489
33794970,9.9485645294,132239970,438.3128356934,242099970,509.2238769531
33809970,167.5488128662,132269970,294.7765808105,242129970,629.3422241211
33824970,52.1590919495,132284970,624.3471679688,242144970,197.4633789063
33839970,208.342590332,132299970,396.174621582,242159970,541.8088989258
33869970,161.1847229004,132314970,72.324798584,242174970,335.9102172852
33884970,39.1930160522,132329970,453.2241821289,242189970,487.6581726074
33899970,147.5382995605,132344970,140.575378418,242204970,486.4006958008
33929970,225.2270355225,132359970,454.362121582,242219970,722.248840332
33959970,133.6899108887,132374970,233.5835418701,242249970,429.1969604492
33989970,187.8859558105,132389970,545.3214111328,242279970,675.1575317383
34004970,270.466796875,132404970,234.2307128906,242309970,561.4545288086
34019970,170.846282959,132419970,537.4467773438,242324970,10.5561542511
34049970,188.7554016113,132449970,625.7286987305,242339970,300.5534973145
34064970,-0.725261569,132464970,254.0651702881,242369970,521.1204223633
34079970,124.9619750977,132479970,326.8546142578,242384970,219.6259307861
34109970,192.6383972168,132509970,501.3672790527,242399970,627.6176147461
34139970,186.155456543,132539970,397.9515991211,242414970,186.2107696533
34169970,194.6346893311,132554970,66.9682922363,242429970,420.1593933105
34184970,-8.3121623993,132569970,499.9906311035,242444970,662.3750610352
34199970,200.7882080078,132584970,746.5347290039,242459970,695.8114013672
34229970,168.5421905518,132599970,346.5745544434,242489970,480.0196228027
34244970,-2.2355208397,132614970,265.4302368164,242504970,173.9762268066
34259970,148.0792388916,132629970,465.1445617676,242519970,709.2901611328
34289970,180.1766662598,132644970,11.7734394073,242549970,477.5810852051
34304970,85.6752624512,132659970,393.9358215332,242579970,310.9622497559
34319970,209.9263153076,132674970,375.5506286621,242609970,520.9836425781
34334970,-3.9003853798,132689970,381.7799072266,242639970,527.4046630859
34349970,182.3036193848,132719970,523.0444335938,242669970,544.8845214844
34379970,147.817565918,132734970,107.2401809692,242684970,73.1991348267
34409970,161.989151001,132749970,533.8970336914,242699970,380.2633056641
34424970,27.3642501831,132764970,280.5367431641,242714970,243.7271881104
34439970,162.0394897461,132779970,362.3172912598,242729970,560.8276367188
34469970,195.772277832,132794970,468.9532165527,242759970,817.2620849609
34499970,143.1995697021,132809970,464.6910705566,242789970,567.8858642578
34514970,26.0682296753,132824970,166.107421875,242804970,180.9257659912
34529970,137.4611968994,132839970,535.7719726563,242819970,562.4468994141
34559970,168.3289642334,132854970,618.3276977539,242849970,553.3571166992
34589970,132.2116546631,132869970,634.555847168,242879970,622.6780395508
34619970,192.4112243652,132884970,151.6559906006,242909970,571.9697875977
34649970,103.1771240234,132899970,383.3473815918,242939970,600.0770874023
34664970,159.4137420654,132929970,508.687713623,242969970,560.7506713867
34679970,207.2693786621,132944970,81.9500579834,242999970,445.5458068848
34709970,149.4593811035,132959970,299.103302002,243014970,351.8944091797
34724970,-19.0909767151,132974970,553.4111328125,243029970,547.2911376953
34739970,176.2309265137,132989970,452.1182861328,243044970,178.0075073242
34769970,161.5729217529,133004970,36.5527877808,243059970,581.555847168
34784970,7.3789052963,133019970,523.1762695313,243074970,65.6849136353
34799970,188.6515655518,133049970,357.4926452637,243089970,458.6710205078
34829970,173.3400878906,133079970,663.6080322266,243119970,512.423828125
34859970,178.6293945313,133109970,526.2453613281,243149970,767.7460327148
34889970,196.8717803955,133124970,212.0427246094,243179970,564.3305053711
34919970,137.5533752441,133139970,318.5524902344,243194970,28.5890960693
34949970,275.7369995117,133154970,131.5811004639,243209970,602.3509521484
34964970,341.619140625,133169970,549.4638061523,243239970,545.9563598633
34979970,224.3803710938,133199970,430.0691223145,243269970,424.0707397461
34994970,325.67578125,133214970,158.2646179199,243299970,416.5631408691
35009970,249.6124267578,133229970,430.3327941895,243329970,583.1822509766
35039970,215.6507110596,133244970,68.8470916748,243359970,291.6278381348
35054970,34.4146347046,133259970,419.974029541,243389970,479.1934204102
35069970,119.4398803711,133289970,273.8587036133,243404970,344.1448364258
35084970,4.285700798,133304970,108.2759780884,243419970,407.5783996582
35099970,210.6202087402,133319970,439.4609985352,243449970,390.440826416
35129970,207.1405944824,133349970,453.1315002441,243479970,541.8366699219
35159970,276.4977722168,133364970,367.9284667969,243509970,603.794128418
35174970,254.1651306152,133379970,270.785736084,243524970,77.3614044189
35189970,224.5516204834,133394970,115.2992858887,243539970,462.5607910156
35219970,223.899017334,133409970,476.7336120605,243554970,228.4236297607
35249970,218.672454834,133439970,543.1616821289,243569970,484.8749694824
35264970,12.0225801468,133454970,112.3677902222,243599970,675.0823364258
35279970,225.2623443604,133469970,405.844543457,243614970,228.3076019287
35294970,408.1589355469,133484970,1064.0406494141,243629970,411.3257751465
35309970,195.5073547363,133499970,548.5493774414,243644970,48.5621948242
35324970,62.6474533081,133514970,30.4539089203,243659970,716.9417724609
35339970,142.1805877686,133529970,499.6846008301,243689970,494.5290222168
35354970,182.4436645508,133544970,31.6763553619,243719970,489.16015625
35369970,169.2601928711,133559970,753.6184692383,243749970,754.4325561523
35384970,228.1396179199,133574970,43.91355896,243779970,597.1673583984
35399970,141.7966308594,133589970,539.8319091797,243794970,575.5338134766
35414970,132.6053009033,133619970,385.0815734863,243809970,524.7326049805
35429970,110.0684509277,133634970,38.0753593445,243824970,184.4745025635
35459970,207.1405181885,133649970,592.5057983398,243839970,624.3615112305
35474970,-5.5368285179,133664970,325.2381896973,243854970,132.0112609863
35489970,154.8383178711,133679970,343.4323120117,243869970,549.133605957
35519970,163.9363098145,133694970,224.9919128418,243884970,201.8305358887
35534970,8.0829076767,133709970,608.130859375,243899970,398.0134887695
35549970,207.0098266602,133724970,318.6567993164,243929970,471.7272644043
35579970,141.9728088379,133739970,617.8433227539,243959970,610.4182128906
35609970,199.3612976074,133754970,323.4840698242,243989970,550.8424682617
35639970,69.2357254028,133769970,590.4305419922,244019970,546.1735839844
35654970,128.4245758057,133784970,166.1638183594,244034970,134.1228637695
35669970,178.315246582,133799970,422.982421875,244049970,439.2610473633
35699970,115.9708251953,133829970,504.2576293945,244064970,164.3345794678
35714970,21.4838542938,133859970,472.3361206055,244079970,490.0375366211
35729970,169.3504943848,133874970,44.853931427,244094970,247.984954834
35759970,102.8701171875,133889970,630.2432861328,244109970,813.9334716797
35774970,13.422036171,133919970,450.6502685547,244139970,533.4474487305
35789970,241.5329284668,133949970,498.1964111328,244154970,103.1638183594
35804970,228.7549743652,133964970,412.1903381348,244169970,504.0437011719
35819970,167.3544006348,133979970,670.1455078125,244184970,212.862121582
35849970,81.8996505737,133994970,188.67578125,244199970,699.0989990234
35864970,33.6261634827,134009970,691.4303588867,244214970,473.5743103027
35879970,164.0336456299,134024970,159.0144500732,244229970,774.29296875
35909970,166.7015838623,134039970,446.9710388184,244244970,492.8261108398
35939970,201.3940124512,134069970,625.7733764648,244259970,641.8881835938
35969970,185.2079772949,134084970,53.6145935059,244274970,164.0268249512
35999970,223.2709960938,134099970,369.5851135254,244289970,517.5396118164
36014970,8.4166221619,134114970,27.5741100311,244319970,481.8923034668
36029970,175.4764099121,134129970,521.9407958984,244334970,199.7100372314
36044970,275.2344055176,134144970,27.2861175537,244349970,500.2745056152
36059970,155.025390625,134159970,444.5745849609,244379970,368.1115112305
36089970,188.0227661133,134174970,12.5233125687,244394970,302.6981506348
36104970,140.8671569824,134189970,577.2616577148,244409970,255.9085998535
36119970,188.7920074463,134204970,193.6632080078,244439970,497.1376342773
36134970,10.9968194962,134219970,542.3510131836,244469970,418.3204345703
36149970,166.3618774414,134234970,256.977142334,244499970,434.6458435059
36179970,211.4702758789,134249970,422.5448303223,244514970,426.4842529297
36194970,25.8871078491,134264970,55.9628639221,244529970,573.6681518555
36209970,103.1660079956,134279970,475.2366027832,244544970,142.2626190186
36239970,221.8359069824,134309970,483.6903991699,244559970,392.7311401367
36254970,51.2295417786,134324970,357.4149780273,244589970,498.1241760254
36269970,156.6746368408,134339970,573.1644287109,244604970,497.4051818848
36284970,160.7251281738,134354970,33.4342536926,244619970,476.4311523438
36299970,153.345489502,134369970,544.9987792969,244649970,658.5134277344
36329970,119.6385345459,134384970,658.0715332031,244679970,557.2782592773
36344970,109.6008834839,134399970,460.0326538086,244694970,676.6850585938
36359970,129.1731872559,134414970,59.3431282043,244709970,528.7609863281
36389970,110.5928497314,134429970,405.6010742188,244739970,486.9748840332
36419970,253.6374359131,134444970,183.5191497803,244754970,821.7514648438
36449970,158.0552215576,134459970,467.9463195801,244769970,618.457824707
36479970,108.1364212036,134474970,187.3770294189,244799970,429.6963806152
36509970,131.3858337402,134489970,556.9708862305,244829970,572.8328857422
36539970,155.9519348145,134504970,116.0138168335,244859970,529.9935302734
36569970,124.17137146,134519970,406.5289306641,244874970,441.4959716797
36599970,128.4082946777,134534970,269.9313659668,244889970,567.9276123047
36629970,169.3457641602,134549970,462.7850036621,244904970,160.3333129883
36659970,103.7573547363,134564970,344.7161254883,244919970,592.7907104492
36689970,179.016998291,134579970,736.5430908203,244949970,408.3872070313
36704970,20.5794792175,134594970,111.2456054688,244979970,432.1204528809
36719970,155.099899292,134609970,417.1295776367,245009970,447.3385314941
36749970,208.0756378174,134624970,193.5377807617,245039970,509.8963317871
36779970,70.7201004028,134639970,575.2925415039,245069970,645.9245605469
36794970,118.510269165,134669970,572.5023193359,245099970,477.6273803711
36809970,230.1651306152,134699970,655.9918823242,245114970,921.7194213867
36839970,81.3836135864,134714970,512.1739501953,245129970,384.0911560059
36854970,1.8617098331,134729970,396.274810791,245144970,33.5847854614
36869970,115.7574234009,134744970,314.1509094238,245159970,424.7118530273
36884970,9.4946870804,134759970,644.0634155273,245174970,487.0870361328
36899970,127.3616638184,134774970,421.7826538086,245189970,453.0346984863
36929970,104.5778808594,134789970,470.1275939941,245219970,582.6666870117
36959970,161.2570953369,134804970,-11.3340950012,245249970,455.0400085449
36974970,6.0852885246,134819970,568.9995117188,245279970,526.3737792969
36989970,151.1303100586,134834970,189.0411376953,245294970,286.8260498047
37019970,196.6636505127,134849970,307.420135498,245309970,390.1367797852
37034970,-11.9259967804,134879970,516.7506713867,245339970,399.5686950684
37049970,96.2453536987,134894970,119.5547180176,245369970,545.1084594727
37079970,183.6831665039,134909970,486.129486084,245399970,453.7914123535
37109970,105.918510437,134924970,63.2740020752,245414970,75.0613555908
37139970,82.9469223022,134939970,597.4697265625,245429970,199.4516906738
37169970,209.6200866699,134954970,112.3370742798,245444970,192.8460235596
37184970,20.669046402,134969970,378.8257446289,245459970,418.0679626465
37199970,157.3759765625,134999970,402.2894592285,245474970,151.2250061035
37229970,108.3156509399,135014970,300.5576782227,245489970,495.7244262695
37244970,161.2330322266,135029970,516.2713012695,245504970,188.9078369141
37259970,133.780960083,135044970,137.9346923828,245519970,390.5209960938
37274970,122.021232605,135059970,399.1147460938,245534970,114.0388031006
37289970,252.351776123,135074970,320.0168457031,245549970,554.4797363281
37304970,89.4073867798,135089970,675.48828125,245564970,254.9068756104
37319970,185.7147521973,135104970,400.0394287109,245579970,305.4716491699
37349970,135.0282440186,135119970,446.3542785645,245594970,146.2289733887
37364970,1.2552267313,135134970,155.4772949219,245609970,479.6142578125
37379970,150.259552002,135149970,529.815612793,245624970,254.9544830322
37409970,256.2961120605,135164970,341.735534668,245639970,386.4944152832
37424970,290.3309936523,135179970,600.3188476563,245669970,702.6597900391
37439970,158.0654754639,135194970,114.6798706055,245684970,773.6942749023
37454970,297.2864074707,135209970,503.7074584961,245699970,418.4197387695
37469970,105.1823959351,135224970,72.3056182861,245714970,90.783706665
37484970,325.0648803711,135239970,603.3112182617,245729970,490.5924987793
37499970,139.2638549805,135254970,185.0791168213,245759970,546.1154174805
37529970,122.1268463135,135269970,543.1580200195,245789970,435.961151123
37544970,342.272064209,135284970,640.6278686523,245804970,673.5045776367
37559970,162.8935241699,135299970,410.7555847168,245819970,361.0718688965
37589970,129.4336090088,135314970,295.8118591309,245834970,429.9983520508
37604970,63.8005371094,135329970,639.6145629883,245849970,604.0415039063
37619970,133.4195709229,135344970,714.2767333984,245864970,373.800567627
37649970,157.3498077393,135359970,710.0415039063,245879970,595.7564697266
37664970,192.7798156738,135374970,246.8266906738,245909970,499.8594665527
37679970,167.7309570313,135389970,591.759765625,245924970,64.6994934082
37694970,267.5688476563,135404970,334.1633911133,245939970,479.5208435059
37709970,184.8455200195,135419970,481.6919555664,245969970,365.5665283203
37724970,144.5341033936,135449970,596.3139038086,245999970,467.7882080078
37739970,110.3131408691,135464970,131.2700500488,246014970,218.424041748
37754970,118.5762329102,135479970,522.4431762695,246029970,581.575378418
37769970,96.1521987915,135494970,494.8828735352,246044970,654.0521850586
37784970,261.8204956055,135509970,448.8015441895,246059970,512.6685791016
37799970,153.3983306885,135524970,0.2443091273,246074970,133.604019165
37829970,78.1815948486,135539970,687.3732299805,246089970,288.8244934082
37844970,61.292388916,135554970,47.4238967896,246104970,293.8685302734
37859970,105.754737854,135569970,406.9858093262,246119970,384.8449401855
37889970,173.7850494385,135599970,598.6996459961,246134970,40.3304977417
37904970,7.3589391708,135614970,16.7560577393,246149970,450.736907959
37919970,210.3515930176,135629970,487.5526733398,246164970,278.2676086426
37934970,189.6635131836,135644970,26.9119033813,246179970,379.220916748
37949970,160.5532073975,135659970,584.0604248047,246194970,264.6295166016
37979970,116.1169433594,135674970,45.3011169434,246209970,542.0474243164
38009970,170.4374084473,135689970,662.1575317383,246224970,793.7661132813
38024970,103.9977035522,135704970,27.1621665955,246239970,722.5409545898
38039970,149.5517272949,135719970,708.1781616211,246254970,101.1460647583
38054970,82.5559921265,135734970,565.5293579102,246269970,547.8029785156
38069970,133.5835876465,135749970,429.896697998,246284970,541.4534301758
38084970,90.842010498,135779970,576.225769043,246299970,613.8236694336
38099970,155.9460754395,135794970,95.7052078247,246314970,344.0605773926
38114970,5.2777276039,135809970,484.7356262207,246329970,480.577331543
38129970,122.4968185425,135824970,485.8730163574,246359970,669.450012207
38144970,112.5857162476,135839970,684.3963012695,246374970,323.822052002
38159970,151.4864654541,135854970,115.006439209,246389970,420.1288452148
38189970,194.6214904785,135869970,481.2155151367,246404970,61.9134788513
38219970,149.4159393311,135884970,147.06980896,246419970,452.9190063477
38234970,127.7770385742,135899970,472.4598083496,246434970,473.9190063477
38249970,229.1390075684,135929970,536.6560668945,246449970,619.7530517578
38264970,98.1282501221,135959970,509.5094604492,246464970,342.8719482422
38279970,156.7021789551,135974970,226.0017089844,246479970,557.9401855469
38294970,383.2836303711,135989970,536.1774902344,246494970,285.2963256836
38309970,151.7318878174,136004970,676.8107910156,246509970,373.1791381836
38324970,96.08253479,136019970,588.7481079102,246539970,445.2657470703
38339970,81.9359664917,136034970,52.0995407104,246554970,376.7561950684
38354970,241.4149017334,136049970,705.5391845703,246569970,449.9754638672
38369970,208.3659057617,136064970,326.9088439941,246599970,436.4884033203
38384970,200.5058746338,136079970,631.2787475586,246629970,368.4603271484
38399970,160.3916778564,136094970,381.1409606934,246644970,468.5893859863
38414970,-3.070376873,136109970,488.0215759277,246659970,494.9147644043
38429970,110.5136032105,136139970,488.4515686035,246674970,737.8422851563
38459970,140.4815979004,136154970,392.0312194824,246689970,501.6294250488
38474970,36.943977356,136169970,486.5420837402,246719970,400.9293823242
38489970,158.3751220703,136184970,947.9841918945,246734970,176.8488311768
38504970,92.0247573853,136199970,460.3181762695,246749970,283.7979125977
38519970,160.229675293,136214970,800.5,246764970,127.8731231689
38534970,14.9302597046,136229970,426.1845397949,246779970,384.4968566895
38549970,161.2447662354,136244970,304.7532958984,246809970,423.5999450684
38564970,16.2476005554,136259970,434.6262512207,246824970,477.3667907715
38579970,146.4431304932,136274970,155.6140136719,246839970,512.9746704102
38594970,87.7169647217,136289970,420.3039245605,246854970,282.2763977051
38609970,176.5894470215,136304970,170.2445831299,246869970,353.9217834473
38624970,42.7769699097,136319970,499.039855957,246884970,812.9038085938
38639970,102.7902679443,136334970,453.6828613281,246899970,385.0347900391
38654970,274.4176330566,136349970,333.1476745605,246914970,304.1757507324
38669970,97.7961959839,136364970,551.4158325195,246929970,444.0514831543
38684970,6.2374353409,136379970,394.041809082,246944970,49.5254821777
38699970,164.9583587646,136409970,495.0647888184,246959970,440.927154541
38729970,124.6751937866,136424970,97.9476242065,246974970,249.1100311279
38759970,73.8901290894,136439970,503.4779968262,246989970,443.9692993164
38789970,145.0012969971,136469970,461.4345397949,247004970,191.4307098389
38819970,98.6548995972,136499970,350.6946716309,247019970,569.6905517578
38834970,5.2675681114,136514970,0.6919624805,247034970,269.9609375
38849970,115.3314437866,136529970,639.0103759766,247049970,449.3585510254
38879970,80.9816818237,136544970,416.4608154297,247079970,488.2847595215
38909970,73.5300445557,136559970,422.1409301758,247094970,510.0961303711
38924970,25.2414989471,136574970,578.524230957,247109970,407.0159912109
38939970,96.4844284058,136589970,388.1862487793,247124970,114.300453186
38969970,122.1452636719,136604970,399.7471923828,247139970,430.2319641113
38999970,124.8104171753,136619970,517.2720947266,247154970,321.4791870117
39029970,92.5140838623,136634970,763.9100341797,247169970,346.3432617188
39059970,139.7641296387,136649970,602.8950805664,247184970,552.2833251953
39089970,162.053237915,136679970,498.5710144043,247199970,412.3762207031
39119970,119.9324874878,136694970,97.50365448,247214970,361.7359008789
39149970,114.7048416138,136709970,574.6622314453,247229970,397.9618225098
39179970,97.3544082642,136724970,290.1195678711,247259970,423.1326293945
39194970,16.9760971069,136739970,361.5974731445,247274970,348.6448669434
39209970,123.5118484497,136754970,137.7771148682,247289970,378.8390197754
39239970,159.6000366211,136769970,239.2383270264,247304970,870.286315918
39269970,130.3375854492,136784970,47.343963623,247319970,483.0798950195
39284970,-4.3857254982,136799970,474.8671264648,247349970,519.3201904297
39299970,108.2774353027,136814970,95.476600647,247379970,417.7001953125
39329970,134.282989502,136829970,446.9761657715,247409970,461.9852294922
39344970,34.1325683594,136859970,343.3369140625,247439970,426.116973877
39359970,182.2019958496,136874970,718.3752441406,247454970,79.0089645386
39389970,126.6503753662,136889970,777.733215332,247469970,436.5627746582
39404970,83.5254058838,136904970,79.5591125488,247484970,140.8826904297
39419970,176.705657959,136919970,481.7507629395,247499970,545.5625
39434970,-29.3309745789,136949970,486.4199523926,247514970,510.6682128906
39449970,145.7400817871,136964970,103.828918457,247529970,621.5327148438
39479970,145.0003509521,136979970,480.5268249512,247559970,439.0589599609
39494970,26.240480423,136994970,132.2048950195,247589970,408.7718200684
39509970,165.1972351074,137009970,234.0154876709,247604970,279.2014770508
