wall_time,step,simulate/cond_3/mean_score,simulate/cond_5/mean_length,simulate/cond_4/mean_frew
1545722537.937229,45614970,138.36996459960938,251.8000030517578,190.76177978515625
1545722544.748942,45629970,1345.4442138671875,970.8518676757812,1376.1572265625
1545722570.630074,45644970,81.19985961914062,192.5,107.48580932617188
1545722576.685964,45659970,1374.5657958984375,1000.0,1404.342529296875
1545722602.718583,45674970,104.5171890258789,247.3333282470703,146.7213134765625
1545722608.713589,45689970,808.89501953125,982.8518676757812,1004.1911010742188
1545722634.810471,45704970,335.1651916503906,367.5,363.78399658203125
1545722640.593836,45719970,1130.4549560546875,974.2142944335938,1157.4459228515625
1545722670.753202,45749970,1329.0069580078125,952.7333374023438,1357.9952392578125
1545722695.106731,45764970,183.49781799316406,337.6666564941406,245.4286651611328
1545722700.757322,45779970,1289.7777099609375,942.6785888671875,1341.0140380859375
1545722725.512316,45794970,77.81458282470703,157.0,102.54766082763672
1545722731.062954,45809970,1193.071044921875,982.6785888671875,1294.275390625
1545722755.66931,45824970,147.06674194335938,225.39999389648438,175.9971923828125
1545722761.184421,45839970,1163.925048828125,1000.0,1261.8572998046875
1545722785.756759,45854970,138.38694763183594,275.6666564941406,201.5978240966797
1545722791.220371,45869970,1430.851806640625,1000.0,1450.3046875
1545722815.573026,45884970,49.331600189208984,316.5,119.9825210571289
1545722821.947407,45899970,1196.8924560546875,1000.0,1212.5301513671875
1545722846.551739,45914970,185.60711669921875,267.0,206.0304718017578
1545722851.995967,45929970,1366.4505615234375,1000.0,1388.2288818359375
1545722876.384568,45944970,13.853922843933105,120.5,60.758995056152344
1545722881.911348,45959970,1456.9705810546875,950.3448486328125,1494.5205078125
1545722911.938838,45989970,1295.0325927734375,979.9000244140625,1324.0526123046875
1545722936.574722,46004970,85.14348602294922,252.85714721679688,149.4092559814453
1545722942.13424,46019970,1291.4755859375,954.47998046875,1315.0723876953125
1545722966.645374,46034970,117.74049377441406,274.0,180.63143920898438
1545722972.201406,46049970,1143.1036376953125,951.629638671875,1158.7353515625
1545722996.687887,46064970,60.00577926635742,209.0,80.18262481689453
1545723002.230214,46079970,1221.395263671875,968.862060546875,1231.60595703125
1545723026.675748,46094970,244.7049102783203,294.0,285.1550598144531
1545723032.259644,46109970,1129.437744140625,976.629638671875,1125.18115234375
1545723056.835653,46124970,293.06561279296875,341.0,318.11328125
1545723062.35579,46139970,1148.9954833984375,995.1071166992188,1284.1680908203125
1545723086.965665,46154970,98.85348510742188,183.39999389648438,120.2527847290039
1545723092.468409,46169970,1260.8653564453125,994.7036743164062,1267.522705078125
1545723117.129724,46184970,83.05021667480469,186.5,130.4315948486328
1545723123.44948,46199970,1219.2548828125,907.9310302734375,1246.7113037109375
1545723148.218139,46214970,156.0427703857422,286.3999938964844,179.8507843017578
1545723153.716482,46229970,1190.7645263671875,984.7307739257812,1200.775146484375
1545723178.254129,46244970,232.53260803222656,263.0,258.059814453125
1545723183.70096,46259970,1489.3702392578125,1000.0,1522.3458251953125
1545723208.292726,46274970,219.14659118652344,363.3333435058594,252.9572296142578
1545723213.817422,46289970,1107.1812744140625,953.4285888671875,1125.8934326171875
1545723238.672542,46304970,131.64280700683594,282.5,163.02223205566406
1545723244.187451,46319970,1210.3902587890625,992.0714111328125,1234.3582763671875
1545723268.773032,46334970,162.14739990234375,259.0,210.166015625
1545723274.321997,46349970,1303.3443603515625,964.8518676757812,1355.3062744140625
1545723298.807621,46364970,158.4837188720703,240.3333282470703,183.99082946777344
1545723304.270218,46379970,1362.0416259765625,1000.0,1377.11376953125
1545723328.745285,46394970,64.98668670654297,295.0,198.2117156982422
1545723334.259726,46409970,1274.129150390625,981.8275756835938,1287.7283935546875
1545723358.69881,46424970,130.4656982421875,347.0,196.69198608398438
1545723364.167028,46439970,1289.30859375,1000.0,1315.54052734375
1545723388.564884,46454970,8.406564712524414,172.0,86.77264404296875
1545723394.092183,46469970,1068.1204833984375,975.9655151367188,1084.546875
1545723418.559382,46484970,75.71084594726562,158.0,101.86219787597656
1545723424.991097,46499970,1427.498046875,1000.0,1449.8330078125
1545723449.468674,46514970,-52.16645431518555,107.0,19.501100540161133
1545723455.04781,46529970,1176.284423828125,970.7586059570312,1223.74072265625
1545723479.663162,46544970,131.16644287109375,213.3333282470703,176.11729431152344
1545723485.172809,46559970,1293.23583984375,999.888916015625,1351.2789306640625
1545723509.866625,46574970,73.06417083740234,232.0,149.9022216796875
1545723515.331318,46589970,1317.0025634765625,1000.0,1343.5509033203125
1545723539.912932,46604970,162.994384765625,184.0,186.33168029785156
1545723545.432889,46619970,1359.904541015625,990.6551513671875,1384.7833251953125
1545723570.181419,46634970,101.3601303100586,317.5,115.15263366699219
1545723575.637462,46649970,1330.200927734375,1000.0,1351.021728515625
1545723600.183478,46664970,139.91160583496094,206.0,175.9432373046875
1545723605.599647,46679970,1384.0587158203125,1000.0,1410.1243896484375
1545723630.368413,46694970,127.21714782714844,202.0,164.4270782470703
1545723635.851049,46709970,1139.7274169921875,1000.0,1154.01806640625
1545723660.468343,46724970,58.70635223388672,251.25,96.91044616699219
1545723665.991176,46739970,1213.1395263671875,978.1538696289062,1227.1622314453125
1545723690.781221,46754970,-4.636804103851318,300.20001220703125,177.0376739501953
1545723696.298521,46769970,1054.263427734375,966.8400268554688,1230.983642578125
1545723720.907305,46784970,-179.31195068359375,187.0,87.99427032470703
1545723727.251624,46799970,1099.757080078125,980.4642944335938,1102.6973876953125
1545723751.719373,46814970,187.7044219970703,342.0,252.2344512939453
1545723757.241956,46829970,1413.703125,1000.0,1433.6279296875
1545723781.894339,46844970,145.5459442138672,406.0,201.3891143798828
1545723787.36997,46859970,1489.458740234375,1000.0,1516.18017578125
1545723811.756484,46874970,176.71310424804688,314.0,206.1861572265625
1545723817.306395,46889970,1348.798828125,985.6071166992188,1374.4542236328125
1545723842.151871,46904970,18.44481086730957,114.0,34.706600189208984
1545723847.658399,46919970,1197.3759765625,1000.0,1211.271728515625
1545723872.224061,46934970,-2.6278457641601562,161.5,85.09806823730469
1545723877.753108,46949970,1273.200439453125,958.862060546875,1297.550048828125
1545723902.320126,46964970,202.85394287109375,240.60000610351562,224.2199249267578
1545723907.841267,46979970,1392.8958740234375,966.6923217773438,1431.41455078125
1545723932.366836,46994970,46.8816032409668,255.0,115.27840423583984
1545723937.85226,47009970,1337.50634765625,1000.0,1370.3953857421875
1545723962.300495,47024970,111.3853530883789,156.3333282470703,146.53689575195312
1545723967.874474,47039970,1162.7259521484375,963.4444580078125,1186.00537109375
1545723992.553262,47054970,79.54540252685547,199.3333282470703,123.02865600585938
1545723998.255604,47069970,1197.8125,907.5357055664062,1218.2412109375
1545724022.7173,47084970,57.16701126098633,117.33333587646484,95.38323974609375
1545724029.046592,47099970,1169.3839111328125,995.4074096679688,1176.0294189453125
1545724053.634825,47114970,149.93862915039062,311.0,248.92918395996094
1545724059.201932,47129970,1401.11083984375,987.27587890625,1439.08642578125
1545724083.963638,47144970,173.0229949951172,284.70001220703125,226.8877410888672
1545724089.569773,47159970,856.9600219726562,932.5,848.130126953125
1545724119.767809,47189970,1249.39111328125,904.2903442382812,1276.5838623046875
1545724144.238422,47204970,377.33282470703125,350.5,418.54107666015625
1545724149.74716,47219970,1523.463623046875,994.25,1565.8927001953125
1545724174.520475,47234970,308.4434509277344,421.0,394.2565002441406
1545724180.049939,47249970,1304.774658203125,971.413818359375,1332.9088134765625
1545724210.201567,47279970,1362.5220947265625,966.8666381835938,1400.073974609375
1545724234.912829,47294970,196.5103302001953,211.0,278.4637145996094
1545724240.493591,47309970,1255.474853515625,979.2333374023438,1277.73779296875
1545724265.289021,47324970,27.98076820373535,232.0,75.68363189697266
1545724270.859966,47339970,1161.472900390625,980.1071166992188,1245.5789794921875
1545724295.633705,47354970,132.78192138671875,169.0,166.74282836914062
1545724301.186917,47369970,1324.4923095703125,984.0357055664062,1360.6566162109375
1545724325.816726,47384970,153.1915740966797,229.0,179.47366333007812
1545724332.201208,47399970,1229.0633544921875,990.7916870117188,1264.83349609375
1545724356.76809,47414970,73.7271957397461,87.0,100.75489807128906
1545724362.25868,47429970,1455.6090087890625,998.0714111328125,1493.307861328125
1545724386.874125,47444970,71.93389892578125,157.25,115.34207153320312
1545724392.370185,47459970,1291.981201171875,971.6923217773438,1312.4041748046875
1545724417.049346,47474970,-25.861948013305664,230.6666717529297,33.081424713134766
1545724422.531281,47489970,1191.405029296875,965.25927734375,1229.0010986328125
1545724447.077312,47504970,127.77888488769531,190.5,154.55014038085938
1545724452.553332,47519970,1349.449462890625,984.6071166992188,1387.34765625
1545724477.133957,47534970,174.3276824951172,242.6666717529297,190.540283203125
1545724482.643183,47549970,1126.852783203125,963.1481323242188,1302.274169921875
1545724507.259304,47564970,209.94967651367188,240.5,239.6337890625
1545724512.825381,47579970,1152.5435791015625,979.5714111328125,1178.1766357421875
1545724537.461844,47594970,173.8790283203125,270.3333435058594,226.0364990234375
1545724542.961711,47609970,1339.7149658203125,989.4444580078125,1376.8460693359375
1545724567.794516,47624970,42.692779541015625,157.0,79.80690002441406
1545724573.336257,47639970,1271.718505859375,971.3214111328125,1300.04296875
1545724598.028027,47654970,170.94580078125,291.0,245.17648315429688
1545724603.529768,47669970,1294.2606201171875,954.1851806640625,1336.42626953125
1545724628.328403,47684970,129.13589477539062,256.20001220703125,177.70620727539062
1545724634.552362,47699970,1285.758544921875,1000.0,1305.7109375
1545724659.252392,47714970,122.60255432128906,238.0,156.408935546875
1545724664.735832,47729970,1292.271240234375,956.27587890625,1322.00927734375
1545724689.456934,47744970,248.2012176513672,328.3999938964844,333.08050537109375
1545724694.948701,47759970,1345.66162109375,965.2307739257812,1382.68798828125
1545724719.326567,47774970,205.71157836914062,257.0,251.08848571777344
1545724724.770616,47789970,1317.14111328125,993.9655151367188,1347.18701171875
1545724749.318579,47804970,87.33074188232422,140.0,158.55059814453125
1545724754.762203,47819970,1378.6688232421875,991.9310302734375,1401.8773193359375
1545724779.291282,47834970,66.36933898925781,120.33333587646484,121.5990219116211
1545724784.762926,47849970,1315.470458984375,987.6785888671875,1342.046630859375
1545724809.472142,47864970,235.34080505371094,321.0,320.1287841796875
1545724814.926526,47879970,1311.3555908203125,987.5184936523438,1340.5491943359375
