Step-eval,Value-eval,Step-eval1,Value-eval1,Step-eval2,Value-eval2,Step-eval3,Value-eval3
17639970,1198.6993408203,57224970,106.6598052979,81524970,204.9713439941,177194970,78.6439743042
17654970,377.972869873,57239970,1503.4431152344,81539970,1023.5773925781,177209970,853.8368530273
17669970,1217.0162353516,57254970,148.7044219971,81554970,339.3617858887,177224970,93.5853042603
17684970,351.3190612793,57269970,1292.9686279297,81569970,879.4588623047,177239970,935.5445556641
17699970,1173.1226806641,57284970,209.0809020996,81584970,79.2900619507,177254970,172.3315124512
17729970,1219.548828125,57299970,1273.2906494141,81599970,1037.1896972656,177269970,800.4442138672
17759970,1186.6649169922,57329970,1357.7425537109,81614970,204.9836273193,177284970,-38.3209877014
17774970,347.9383544922,57344970,313.0611572266,81629970,1096.3829345703,177299970,899.0520629883
17789970,1190.2008056641,57359970,1384.7100830078,81644970,182.4785461426,177314970,169.1344604492
17804970,276.8136291504,57374970,264.5242919922,81659970,1051.3731689453,177329970,766.8035888672
17819970,1201.3701171875,57389970,1299.8214111328,81674970,194.4442749023,177359970,994.9907836914
17834970,251.310760498,57404970,349.0622558594,81689970,1134.8896484375,177374970,273.9258728027
17849970,1193.0494384766,57419970,1631.7266845703,81704970,244.0225067139,177389970,957.4677124023
17879970,1173.6500244141,57434970,496.891418457,81719970,1026.6253662109,177404970,171.3387298584
17909970,1176.5804443359,57449970,1386.0104980469,81734970,184.3983917236,177419970,969.7144165039
17939970,1216.7419433594,57464970,152.4259033203,81749970,1069.6557617188,177434970,139.3925323486
17969970,1218.9385986328,57479970,1253.8247070313,81764970,334.8842773438,177449970,852.612487793
17984970,287.0372314453,57494970,114.6936721802,81779970,1204.0341796875,177464970,221.5210723877
17999970,1195.9010009766,57509970,1397.7154541016,81794970,165.237197876,177479970,806.705078125
18014970,379.2576904297,57539970,1558.7100830078,81809970,1144.2006835938,177494970,109.3110122681
18029970,1165.4073486328,57569970,1492.4822998047,81824970,312.9977722168,177509970,878.3930053711
18059970,1159.6169433594,57584970,88.5151672363,81839970,1099.8055419922,177524970,180.0243988037
18089970,1191.8651123047,57599970,1438.6674804688,81854970,280.5072021484,177539970,962.9118652344
18119970,1194.1801757813,57614970,450.4912414551,81869970,862.3018188477,177554970,164.7204284668
18149970,1234.25390625,57629970,1579.2470703125,81884970,418.7776184082,177569970,775.9989013672
18164970,571.5511474609,57644970,680.8357543945,81899970,1277.4350585938,177584970,203.488571167
18179970,1181.3508300781,57659970,1324.8341064453,81914970,260.4391174316,177599970,928.0593261719
18209970,1181.8536376953,57689970,1490.4406738281,81929970,1015.7640991211,177614970,149.0001525879
18239970,1169.4183349609,57704970,195.8546447754,81944970,205.9316101074,177629970,848.9440307617
18254970,341.9181518555,57719970,1441.2020263672,81959970,1069.0576171875,177644970,151.2377166748
18269970,1216.1555175781,57734970,300.2438964844,81974970,326.9654846191,177659970,734.0187988281
18299970,1230.4007568359,57749970,1452.7413330078,81989970,889.3425292969,177689970,747.6948242188
18329970,1248.8145751953,57764970,128.7720184326,82004970,466.7423706055,177704970,318.0068054199
18359970,1210.6815185547,57779970,1579.4814453125,82019970,1032.4627685547,177719970,944.6722412109
18374970,350.3115844727,57809970,1400.7510986328,82034970,125.2551651001,177734970,150.2267150879
18389970,1218.5877685547,57824970,98.8821182251,82049970,1104.6402587891,177749970,902.4058837891
18419970,1224.0495605469,57839970,1457.4541015625,82064970,322.879486084,177764970,256.6384887695
18449970,1206.3786621094,57869970,1523.650390625,82079970,991.9129638672,177779970,799.0690307617
18464970,432.6554870605,57884970,236.2265777588,82094970,276.4462890625,177794970,169.91456604
18479970,1232.1929931641,57899970,1614.73046875,82109970,1026.5665283203,177809970,888.6826171875
18509970,1231.1643066406,57914970,215.8276977539,82124970,230.8649139404,177824970,218.7969360352
18539970,1219.4194335938,57929970,1395.2618408203,82139970,1091.8935546875,177839970,776.0371704102
18554970,-44.0323638916,57959970,1380.1040039063,82154970,176.6561279297,177854970,184.8257293701
18569970,1253.5832519531,57974970,138.9827423096,82169970,982.1935424805,177869970,861.2280883789
18599970,1254.7332763672,57989970,1081.3137207031,82184970,173.8723907471,177884970,312.4639282227
18614970,269.3696289063,58004970,-18.89494133,82199970,1026.3372802734,177899970,891.3324584961
18629970,1229.1721191406,58019970,1496.5693359375,82214970,212.9166717529,177914970,332.4734191895
18644970,424.1082458496,58034970,252.8402252197,82229970,1087.9356689453,177929970,860.6275024414
18659970,1250.9643554688,58049970,1458.9313964844,82244970,133.3769226074,177944970,230.1634368896
18674970,343.8583374023,58064970,259.2431030273,82259970,888.9610595703,177959970,627.840637207
18689970,1223.1713867188,58079970,1518.5260009766,82274970,213.3311004639,177974970,157.1214752197
18704970,443.7035522461,58109970,1446.0727539063,82289970,926.5191650391,177989970,838.3636474609
18719970,1252.7176513672,58139970,1505.5194091797,82304970,132.8697814941,178004970,137.8891906738
18734970,201.1248474121,58169970,1448.1136474609,82319970,1100.8538818359,178019970,879.3873291016
18749970,1232.5991210938,58184970,234.3644104004,82334970,217.6951751709,178034970,127.7346115112
18764970,503.339630127,58199970,1477.7200927734,82349970,1142.8028564453,178049970,930.4134521484
18779970,1238.0181884766,58214970,178.3522186279,82364970,211.5716400146,178064970,161.8808898926
18809970,1190.9526367188,58229970,1557.8635253906,82379970,927.219909668,178079970,881.9831542969
18839970,1259.4782714844,58244970,198.3283843994,82394970,202.6267700195,178094970,109.2639770508
18854970,376.4968261719,58259970,1442.1502685547,82409970,1022.0300292969,178109970,818.9683227539
18869970,1222.6536865234,58274970,248.9521026611,82424970,210.493637085,178124970,131.2665100098
18899970,1206.5743408203,58289970,1503.7391357422,82439970,1010.8698120117,178139970,801.1094360352
18914970,426.2494506836,58304970,84.6832504272,82454970,358.9144287109,178154970,222.75440979
18929970,1268.3029785156,58319970,1594.2852783203,82469970,1074.5782470703,178169970,888.9604492188
18944970,415.5206604004,58334970,167.3731079102,82484970,333.0270385742,178184970,251.0635375977
18959970,1184.4051513672,58349970,1557.5157470703,82499970,1189.1171875,178199970,915.5393066406
18974970,244.3778686523,58379970,1460.1940917969,82514970,210.6462402344,178214970,341.0237731934
18989970,1211.6313476563,58394970,154.444732666,82529970,1124.8001708984,178229970,908.9290161133
19004970,276.0861206055,58409970,1271.9981689453,82544970,122.2710342407,178244970,146.7115478516
19019970,1232.1671142578,58439970,1611.8387451172,82559970,1208.0926513672,178259970,831.6032104492
19034970,409.3407287598,58454970,225.6081695557,82574970,160.5127563477,178274970,144.4045562744
19049970,1254.0469970703,58469970,1458.599609375,82589970,1093.1773681641,178289970,883.7824707031
19079970,1244.8383789063,58499970,1465.8002929688,82604970,212.7226104736,178304970,244.7609405518
19094970,349.0000915527,58514970,191.4440612793,82619970,1074.0814208984,178319970,757.0516967773
19109970,1189.0314941406,58529970,1433.7940673828,82634970,233.560546875,178334970,170.8101806641
19139970,1223.9129638672,58544970,153.3873748779,82649970,1141.3503417969,178349970,926.9333496094
19169970,1225.3615722656,58559970,1492.1872558594,82664970,295.0954284668,178364970,124.8938140869
19199970,1200.6491699219,58574970,261.5612487793,82679970,990.0144042969,178379970,804.7858276367
19214970,502.40234375,58589970,1552.8768310547,82694970,281.839263916,178409970,918.4375
19229970,1212.9226074219,58619970,1468.4888916016,82709970,953.5895996094,178424970,141.1345825195
19244970,203.6777648926,58634970,218.2314910889,82724970,202.6393890381,178439970,857.9367675781
19259970,1202.2569580078,58649970,1419.9630126953,82739970,975.9754638672,178454970,227.7343292236
19274970,311.8647460938,58679970,1401.1241455078,82754970,208.3287353516,178469970,759.7758789063
19289970,1196.4398193359,58694970,420.8750305176,82769970,1111.2104492188,178484970,93.360496521
19304970,362.959564209,58709970,1485.0047607422,82784970,333.3425598145,178499970,811.4410400391
19319970,1188.7807617188,58724970,220.5783233643,82799970,1057.5257568359,178514970,192.7433776855
19334970,352.8676147461,58739970,1516.6734619141,82814970,296.5090026855,178529970,844.1934814453
19349970,1237.9957275391,58754970,100.5726776123,82829970,1133.5582275391,178544970,55.1116333008
19364970,311.5371704102,58769970,1575.6522216797,82844970,361.6971740723,178559970,811.9512939453
19379970,1170.3607177734,58784970,31.9150505066,82859970,903.0947875977,178574970,119.2943725586
19394970,98.7648925781,58799970,1598.8466796875,82874970,220.3077850342,178589970,990.8809814453
19409970,1268.359375,58814970,172.1376342773,82889970,1085.6893310547,178604970,231.4313354492
19424970,299.7869873047,58829970,1451.5756835938,82904970,360.9004211426,178619970,774.0758056641
19439970,1264.0352783203,58844970,379.2579650879,82919970,894.9329223633,178634970,155.7118377686
19469970,1223.3835449219,58859970,1579.3570556641,82934970,225.1175994873,178649970,939.7993164063
19499970,1236.740234375,58874970,132.8578033447,82949970,982.3107910156,178664970,182.9438781738
19529970,1198.2983398438,58889970,1568.2703857422,82964970,222.5635070801,178679970,868.9151611328
19559970,1240.8352050781,58919970,1401.4154052734,82979970,1105.5831298828,178694970,224.4690093994
19589970,1233.9645996094,58934970,106.8549346924,83009970,1001.7525634766,178709970,881.6192626953
19604970,372.2817382813,58949970,1452.8646240234,83024970,283.3385314941,178724970,54.8895874023
19619970,1241.5563964844,58964970,308.1007995605,83039970,958.1356811523,178739970,1090.4038085938
19634970,340.2525939941,58979970,1722.4389648438,83054970,225.474319458,178754970,117.0018310547
19649970,1244.5051269531,58994970,63.4514350891,83069970,735.963684082,178769970,864.3549804688
19679970,1224.8453369141,59009970,1549.5029296875,83099970,1111.0346679688,178784970,184.9631195068
19709970,1218.1296386719,59024970,70.2780761719,83114970,308.3526611328,178799970,908.5692138672
19724970,353.0617980957,59039970,1203.3287353516,83129970,1009.5536499024,178814970,217.1024932861
19739970,1203.9698486328,59054970,366.857208252,83144970,154.0297546387,178829970,999.4865722656
19769970,1246.4605712891,59069970,1286.5617675781,83159970,855.4951782227,178844970,212.270904541
19784970,197.249786377,59084970,80.7095184326,83174970,177.1071777344,178859970,824.848815918
19799970,1188.8200683594,59099970,1425.9556884766,83189970,923.0336914063,178874970,191.9765625
19814970,295.0548706055,59114970,696.1046142578,83204970,167.236038208,178889970,1042.6330566406
19829970,1209.0784912109,59129970,1583.5660400391,83219970,1167.1096191406,178904970,214.0303344727
19844970,390.2861022949,59144970,279.504486084,83234970,157.0327453613,178919970,780.7927246094
19859970,1163.6043701172,59159970,1471.3493652344,83249970,966.5773925781,178934970,154.1121520996
19889970,1199.5444335938,59174970,171.1127929688,83264970,98.6081161499,178949970,715.2540283203
19919970,1243.9772949219,59189970,1559.8563232422,83279970,985.7134399414,178964970,141.8224182129
19949970,1274.6390380859,59219970,1478.5157470703,83294970,120.2812957764,178979970,793.2855224609
19964970,-35.0349388123,59249970,1587.4632568359,83309970,870.1541748047,178994970,138.8274383545
19979970,1192.2601318359,59264970,198.3957214355,83324970,192.2554779053,179009970,958.4618530273
19994970,249.226272583,59279970,1249.9033203125,83339970,1113.9964599609,179024970,230.0709228516
20009970,1219.0173339844,59309970,1567.3913574219,83354970,205.5362548828,179039970,939.6193847656
20039970,1222.6984863281,59339970,1350.2863769531,83369970,1039.9807128906,179054970,57.5065956116
20069970,1232.4788818359,59369970,1637.7897949219,83384970,185.2350616455,179069970,734.8171386719
20084970,468.8391723633,59399970,1539.9090576172,83399970,927.5061645508,179084970,167.7387237549
20099970,1249.8129882813,59414970,340.6967468262,83414970,252.5092010498,179099970,844.4895629883
20129970,1221.7803955078,59429970,1348.4674072266,83429970,1049.1081542969,179114970,131.9376831055
20144970,335.8305664063,59444970,143.9398956299,83444970,383.7358398438,179129970,830.9047851563
20159970,1229.9859619141,59459970,1446.0618896484,83459970,1066.2133789063,179144970,136.4041748047
20189970,1246.1903076172,59474970,174.157699585,83489970,854.5154418945,179159970,800.3327026367
20204970,223.2461395264,59489970,1461.4256591797,83504970,208.0652313232,179174970,380.907043457
20219970,1270.8736572266,59504970,291.9446716309,83519970,987.6525878906,179189970,827.896484375
20234970,232.9576721191,59519970,1423.7872314453,83534970,158.0445404053,179204970,268.2235107422
20249970,1262.1540527344,59534970,124.4233016968,83549970,1082.5831298828,179219970,807.8968505859
20264970,-31.7276077271,59549970,1438.7403564453,83564970,182.8251953125,179234970,282.7973327637
20279970,1227.5133056641,59564970,301.462310791,83579970,951.4569091797,179249970,718.5780639648
20294970,482.203125,59579970,1521.9591064453,83594970,136.6540985107,179264970,166.2846069336
20309970,1270.0168457031,59594970,112.4353561401,83609970,1215.4051513672,179279970,895.697265625
20324970,425.2860107422,59609970,1172.6135253906,83624970,328.4820556641,179294970,196.6723480225
20339970,1219.0623779297,59639970,1441.6528320313,83639970,946.9271850586,179309970,774.5275268555
20369970,1254.5141601563,59654970,107.1061553955,83654970,213.7240447998,179324970,247.4164581299
20399970,1233.2987060547,59669970,1393.6605224609,83669970,898.6849975586,179339970,871.9524536133
20429970,1251.2723388672,59684970,171.9932861328,83684970,312.6759033203,179354970,232.8878173828
20444970,368.4259033203,59699970,1389.0318603516,83699970,1064.4938964844,179369970,999.7762451172
20459970,1271.01171875,59714970,322.8029174805,83714970,281.3843383789,179384970,173.7197875977
20474970,550.8992919922,59729970,1323.6166992188,83729970,1216.8582763672,179399970,836.6709594727
20489970,1252.1199951172,59744970,628.9697265625,83744970,173.3035583496,179414970,69.4724578857
20519970,1272.9014892578,59759970,1368.8270263672,83759970,1098.8480224609,179429970,871.5789794922
20534970,51.1185913086,59774970,366.2592773438,83774970,290.9297790527,179444970,269.617767334
20549970,1241.1589355469,59789970,1233.1180419922,83789970,1064.2829589844,179459970,814.0155639648
20564970,568.8763427734,59819970,1375.7268066406,83804970,336.1067199707,179474970,122.842376709
20579970,1245.4578857422,59834970,392.5143127441,83819970,1001.9563598633,179489970,701.6890258789
20594970,363.640838623,59849970,1380.0223388672,83834970,234.2069244385,179519970,890.149597168
20609970,1268.5889892578,59864970,564.9476318359,83849970,975.2846069336,179534970,151.35887146
20639970,1274.8422851563,59879970,1451.0808105469,83864970,233.1678466797,179549970,872.0743408203
20669970,1261.2313232422,59894970,326.7060852051,83879970,1133.4014892578,179564970,362.7736816406
20684970,504.4754638672,59909970,1411.1784667969,83894970,235.5666809082,179579970,810.8577270508
20699970,1258.3421630859,59924970,326.4094848633,83909970,1303.2954101563,179594970,93.4822998047
20714970,326.0438842773,59939970,1293.5360107422,83924970,207.6991271973,179609970,629.0718383789
20729970,1273.76171875,59954970,224.0981445313,83939970,967.0996704102,179624970,395.4610290527
20759970,1258.5399169922,59969970,1267.1608886719,83954970,194.1869049072,179639970,903.7438354492
20774970,180.423034668,59984970,280.8988037109,83969970,1065.5659179688,179654970,237.9003448486
20789970,1282.6317138672,59999970,1255.6590576172,83984970,490.4325561523,179669970,834.1901245117
20804970,234.3678588867,60014970,286.6608581543,83999970,1022.8509521484,179684970,168.1031646729
20819970,1278.6082763672,60029970,1360.1922607422,84014970,198.541305542,179699970,718.7725219727
20834970,393.862701416,60044970,563.3810424805,84029970,989.0006713867,179714970,155.9098205566
20849970,1294.7457275391,60059970,1187.1424560547,84059970,945.2402954102,179729970,920.3622436523
20864970,493.0561218262,60074970,292.6456298828,84074970,204.6216888428,179744970,285.1247253418
20879970,1243.4571533203,60089970,1401.0455322266,84089970,1078.9295654297,179759970,905.3054199219
20894970,412.3519897461,60104970,425.5876159668,84104970,237.0815429688,179774970,255.3271484375
20909970,1280.1307373047,60119970,1088.2095947266,84119970,909.0526733398,179789970,735.4490966797
20924970,291.4755249023,60134970,428.4172363281,84134970,164.334274292,179804970,172.5837554932
20939970,1285.2532958984,60149970,1428.9422607422,84149970,1194.6281738281,179819970,937.5760498047
20954970,160.5821685791,60164970,305.0202941895,84164970,165.5169067383,179834970,270.901550293
20969970,1310.7209472656,60179970,1423.2530517578,84179970,953.8897094727,179849970,978.66015625
20984970,478.6423950195,60194970,238.4979858398,84194970,220.2893066406,179864970,206.5535583496
20999970,1299.9755859375,60209970,1345.0827636719,84209970,1112.4289550781,179879970,1066.9869384766
21014970,513.3662719727,60224970,479.0581970215,84224970,393.1207275391,179894970,327.8818359375
21029970,1270.8309326172,60239970,1515.0531005859,84239970,983.0325317383,179909970,962.8873901367
21044970,471.1748962402,60254970,225.9673156738,84254970,179.116104126,179924970,187.919921875
21059970,1329.2580566406,60269970,1494.5913085938,84269970,1063.4415283203,179939970,817.9478759766
21074970,381.108001709,60284970,188.185546875,84284970,176.7901763916,179954970,267.5720214844
21089970,1327.1103515625,60299970,1271.5833740234,84299970,974.3502807617,179969970,812.2786865234
21104970,120.1317214966,60314970,434.0682983398,84314970,176.6451416016,179984970,199.9648284912
21119970,1338.7355957031,60329970,1321.9487304688,84329970,951.6704711914,179999970,887.0297851563
21149970,1317.3902587891,60344970,272.6048278809,84344970,146.6112670898,180014970,94.4215698242
21179970,1332.2347412109,60359970,1294.6600341797,84359970,1245.8947753906,180029970,786.7412109375
21209970,1331.681640625,60374970,300.7648925781,84374970,183.5377197266,180044970,187.3060455322
21239970,1324.7498779297,60389970,1322.5802001953,84389970,919.9959106445,180059970,827.0319824219
21254970,271.6217346191,60404970,120.0239257813,84404970,147.5230407715,180074970,266.2072753906
21269970,1306.9144287109,60419970,1391.4848632813,84419970,942.7805786133,180089970,858.2323608398
21284970,364.4556884766,60434970,378.2512512207,84434970,151.6698150635,180104970,202.6567840576
21299970,1297.5948486328,60449970,1432.4256591797,84449970,926.477722168,180119970,904.2842407227
21329970,1329.0971679688,60464970,338.1693115234,84464970,229.9874725342,180134970,163.6314239502
21359970,1299.4577636719,60479970,1412.2310791016,84479970,1026.7390136719,180149970,900.4981689453
21374970,443.7655029297,60494970,346.7961120605,84494970,448.9871826172,180164970,185.7787322998
21389970,1332.3116455078,60509970,1483.3929443359,84509970,1031.5168457031,180179970,941.5903320313
21404970,392.3226623535,60524970,407.9393005371,84524970,154.3798370361,180194970,160.5067138672
21419970,1320.1112060547,60539970,1405.9027099609,84539970,1216.4321289063,180209970,942.90234375
21434970,382.2478637695,60554970,277.0023498535,84554970,254.7546844482,180224970,291.5122070313
21449970,1253.8187255859,60569970,1316.9604492188,84569970,1070.5772705078,180239970,908.7767944336
21464970,356.4981384277,60584970,417.8027954102,84584970,124.1044616699,180254970,124.4468688965
21479970,1324.7269287109,60599970,1297.6690673828,84599970,1125.9682617188,180269970,932.8026733398
21509970,1346.6655273438,60614970,391.0679626465,84614970,345.2909240723,180284970,243.0121459961
21539970,1296.9710693359,60629970,1421.65234375,84629970,938.2578125,180299970,764.0236206055
21569970,1327.1412353516,60644970,292.7622070313,84644970,86.3301239014,180314970,306.0227050781
21599970,1305.3538818359,60659970,1356.6706542969,84659970,1138.8063964844,180329970,772.7741088867
21614970,400.2100219727,60674970,399.7683105469,84674970,67.0264205933,180344970,299.7978210449
21629970,1326.6064453125,60689970,1262.0959472656,84689970,1163.9542236328,180359970,1022.1921386719
21659970,1358.1579589844,60704970,510.0548706055,84704970,105.1156005859,180374970,210.6901092529
21674970,432.9709472656,60719970,1467.6931152344,84719970,1197.3316650391,180389970,902.5162963867
21689970,1308.6199951172,60734970,248.2311248779,84734970,476.8954162598,180404970,160.8529510498
21719970,1329.6126708984,60749970,1343.9697265625,84749970,992.609375,180419970,692.6095581055
21749970,1343.62109375,60764970,470.59765625,84764970,167.4504394531,180434970,99.4781188965
21764970,490.5335693359,60779970,1519.2172851563,84779970,1094.8944091797,180449970,887.1763305664
21779970,1312.1398925781,60794970,449.1549072266,84809970,1161.2547607422,180464970,145.4670562744
21794970,380.3493652344,60809970,1392.5303955078,84824970,317.1969604492,180479970,805.3391723633
21809970,1299.2108154297,60824970,341.341796875,84839970,1208.712890625,180494970,113.8419494629
21839970,1316.8569335938,60839970,1359.8824462891,84854970,333.963104248,180509970,845.5243530273
21854970,617.473449707,60854970,410.4935302734,84869970,1156.4521484375,180524970,195.6607971191
21869970,1327.0975341797,60869970,1256.1170654297,84884970,98.2426605225,180539970,1044.5278320313
21899970,1327.7452392578,60884970,498.5151367188,84899970,990.2361450195,180569970,876.7006225586
21914970,583.6278686523,60899970,1162.0926513672,84914970,227.6055755615,180584970,135.0080413818
21929970,1296.2760009766,60914970,456.5113220215,84929970,1246.8527832031,180599970,882.499206543
21944970,521.522277832,60929970,1295.9151611328,84944970,247.7950134277,180614970,179.7707214355
21959970,1337.6047363281,60944970,257.244354248,84959970,1073.2347412109,180629970,850.7367553711
21974970,617.3081054688,60959970,1326.8596191406,84989970,1118.4635009766,180644970,345.6670532227
21989970,1347.8946533203,60974970,187.175994873,85004970,184.7581329346,180659970,755.9120483398
22004970,207.4509887695,60989970,1465.3839111328,85019970,1045.2718505859,180674970,229.6379699707
22019970,1316.3930664063,61019970,1346.1765136719,85034970,97.3582458496,180689970,828.1605224609
22034970,506.4829101563,61049970,1483.9694824219,85049970,991.5631103516,180704970,430.6457519531
22049970,1320.9287109375,61064970,436.2203063965,85064970,304.8278198242,180719970,821.6035766602
22079970,1364.3226318359,61079970,1423.6759033203,85079970,1113.9849853516,180734970,215.8592529297
22094970,367.0684204102,61094970,536.0826416016,85094970,438.8063049316,180749970,996.1586303711
22109970,1339.9791259766,61109970,1310.8970947266,85109970,1114.5040283203,180764970,359.6614685059
22139970,1330.6077880859,61124970,315.8432312012,85124970,201.6990814209,180779970,992.1978759766
22169970,1315.7797851563,61139970,1445.4206542969,85139970,914.1405029297,180794970,229.7319946289
22199970,1307.3508300781,61154970,124.244934082,85154970,226.5828399658,180809970,747.6444091797
22229970,1324.6491699219,61169970,1405.4244384766,85169970,1058.3288574219,180824970,206.9906768799
22259970,1317.3223876953,61184970,498.508605957,85184970,119.4468917847,180839970,707.5679321289
22289970,1339.2239990234,61199970,1255.3912353516,85199970,1067.8214111328,180854970,215.4049224854
22304970,401.7481384277,61214970,694.0516357422,85214970,170.724899292,180869970,779.8788452148
22319970,1330.1955566406,61229970,1270.5360107422,85229970,1151.7552490234,180884970,238.6740722656
22349970,1327.8895263672,61244970,484.0249938965,85244970,237.1281738281,180899970,778.1725463867
22364970,333.9006958008,61259970,1458.681640625,85259970,996.2387695313,180914970,93.3753967285
22379970,1361.8399658203,61274970,290.0249633789,85274970,153.8344573975,180929970,828.2384643555
22409970,1305.9056396484,61289970,1408.0788574219,85289970,957.0346679688,180944970,338.3954162598
22424970,199.0674438477,61304970,438.8327636719,85304970,134.1472625732,180959970,929.4620361328
22439970,1317.7030029297,61319970,1400.4460449219,85319970,1126.4368896484,180989970,812.8755493164
22454970,150.2063446045,61334970,592.2679443359,85334970,269.6362915039,181004970,245.0629119873
22469970,1343.2272949219,61349970,1487.01171875,85349970,1011.9783935547,181019970,973.4665527344
22499970,1338.1229248047,61364970,107.0925674438,85364970,276.2633972168,181034970,172.1390075684
22529970,1340.9981689453,61379970,1581.3184814453,85379970,1171.2094726563,181049970,797.0026855469
22559970,1272.4476318359,61394970,426.7654724121,85394970,251.5644073486,181064970,164.3086547852
22589970,1333.7238769531,61409970,1173.5458984375,85409970,1157.5299072266,181079970,792.1881103516
22619970,1317.0491943359,61424970,571.962097168,85424970,167.9504547119,181094970,176.0492553711
22649970,1342.10546875,61439970,1205.9299316406,85439970,1096.1002197266,181109970,834.4163208008
22679970,1318.9635009766,61454970,450.0726623535,85454970,98.2360687256,181124970,234.4613800049
22709970,1317.6632080078,61469970,1303.6943359375,85469970,1176.8493652344,181139970,855.8053588867
22739970,1292.4654541016,61484970,353.1428833008,85484970,167.2904968262,181154970,176.6740875244
22769970,1335.6176757813,61499970,1301.4973144531,85499970,993.2763671875,181169970,852.9440307617
22799970,1304.4318847656,61514970,348.9251403809,85514970,261.2400512695,181184970,155.4800567627
22829970,1327.6558837891,61529970,1489.4888916016,85529970,1082.2930908203,181199970,891.6228027344
22844970,360.2241210938,61559970,1435.0145263672,85544970,189.8960418701,181214970,255.8764801025
22859970,1292.41015625,61574970,227.966293335,85559970,958.8115844727,181229970,848.0192260742
22889970,1303.4296875,61589970,1418.0318603516,85574970,322.147857666,181244970,752.5800170898
22919970,1340.5915527344,61604970,438.0171813965,85589970,1185.1138916016,181259970,853.2440185547
22934970,355.7824707031,61619970,1253.2919921875,85604970,270.4588012695,181274970,205.2340240479
22949970,1350.9656982422,61634970,741.1786499023,85619970,1015.8970336914,181289970,766.1205444336
22979970,1380.7745361328,61649970,1490.3126220703,85634970,380.6473693848,181304970,105.8175506592
22994970,-31.8595581055,61664970,305.1162109375,85649970,941.6692504883,181319970,874.5895385742
23009970,1346.6857910156,61679970,1493.6716308594,85664970,183.6015167236,181334970,292.8122253418
23024970,362.8525390625,61694970,302.2890930176,85679970,959.1489257813,181349970,989.7667236328
23039970,1341.1456298828,61709970,1476.9080810547,85694970,260.4234313965,181364970,197.0979614258
23054970,430.644317627,61724970,535.1393432617,85709970,997.2484741211,181379970,919.819152832
23069970,1370.7607421875,61739970,1390.8944091797,85724970,200.4617919922,181394970,231.7601318359
23084970,229.2602996826,61754970,300.1876220703,85739970,1081.8774414063,181409970,827.1925048828
23099970,1349.6645507813,61769970,1391.2770996094,85754970,167.8466033936,181424970,80.8076400757
23129970,1321.4714355469,61799970,1344.7203369141,85769970,1171.1636962891,181439970,795.3281860352
23159970,1325.9835205078,61814970,361.6879882813,85784970,284.0028381348,181454970,99.6390228271
23174970,267.1870422363,61829970,1270.2706298828,85799970,947.4962158203,181469970,724.7712402344
23189970,1342.2795410156,61844970,268.1546325684,85814970,98.574432373,181484970,253.1560974121
23219970,1351.4222412109,61859970,1490.1392822266,85829970,833.1384887695,181499970,935.5062866211
23234970,572.0787963867,61874970,445.4639587402,85844970,243.9459075928,181529970,893.404296875
23249970,1347.1185302734,61889970,1367.5395507813,85859970,1052.5458984375,181544970,181.3961486816
23279970,1302.8519287109,61919970,1357.9915771484,85874970,248.4765014648,181559970,876.0943603516
23294970,195.2028656006,61934970,231.5973205566,85889970,961.2584228516,181574970,249.1275177002
23309970,1350.1791992188,61949970,1234.8258056641,85904970,222.5971679688,181589970,973.3029785156
23339970,1320.7280273438,61964970,280.6005554199,85919970,991.3211669922,181604970,408.4605407715
23369970,1333.2985839844,61979970,1356.3734130859,85934970,227.6960296631,181619970,925.7040405273
23384970,361.3385620117,62009970,1281.6934814453,85949970,1014.5397949219,181634970,230.8149414063
23399970,1359.8350830078,62024970,422.8229675293,85964970,280.7604980469,181649970,939.9010620117
23429970,1320.2484130859,62039970,1400.7104492188,85979970,836.5213012695,181664970,214.3489074707
23444970,347.5794067383,62054970,224.7002563477,85994970,366.9299316406,181679970,652.6390380859
23459970,1346.7770996094,62069970,1387.7829589844,86009970,883.7022094727,181694970,231.9773864746
23489970,1359.3728027344,62084970,551.6365356445,86024970,281.7222290039,181709970,573.3864746094
23519970,1354.7934570313,62099970,1346.3186035156,86039970,847.1406860352,181724970,282.8388366699
23549970,1345.3006591797,62114970,240.5535888672,86054970,349.6560058594,181739970,1001.564453125
23579970,1327.8697509766,62129970,1530.1431884766,86069970,944.0142822266,181754970,280.8846740723
23609970,1361.3533935547,62144970,376.948425293,86084970,324.6896972656,181769970,790.9417724609
23639970,1328.248046875,62159970,1376.0372314453,86099970,1028.0783691406,181784970,111.5006713867
23669970,1371.3092041016,62174970,122.5472335815,86114970,98.7719726563,181799970,897.5531616211
23684970,263.6143188477,62189970,1392.7258300781,86129970,900.7062988281,181814970,123.3259277344
23699970,1364.6008300781,62204970,275.8633422852,86144970,332.8717651367,181829970,913.4094848633
23729970,1360.7569580078,62219970,1293.4793701172,86159970,978.0794677734,181844970,173.2530517578
23759970,1347.8859863281,62234970,525.2719726563,86174970,252.7272644043,181859970,816.5792236328
23774970,419.305480957,62249970,1517.8817138672,86189970,1121.3560791016,181874970,353.1265563965
23789970,1371.154296875,62264970,319.6900634766,86204970,211.0009002686,181889970,951.0007324219
23804970,490.8941040039,62279970,1279.8283691406,86219970,1054.2469482422,181904970,190.5056915283
